time;V(/vin);V(/vout);
0.100757;-5.99499;-3.29723;
0.100757;-5.99452;-3.30262;
0.100757;-5.99402;-3.308;
0.100757;-5.99351;-3.31336;
0.100758;-5.99297;-3.31872;
0.100758;-5.99241;-3.32406;
0.100758;-5.99183;-3.32939;
0.100759;-5.99123;-3.33471;
0.100759;-5.99061;-3.34002;
0.100759;-5.98997;-3.34531;
0.10076;-5.9893;-3.3506;
0.10076;-5.98862;-3.35587;
0.10076;-5.98791;-3.36113;
0.10076;-5.98718;-3.36637;
0.100761;-5.98643;-3.37161;
0.100761;-5.98566;-3.37683;
0.100761;-5.98487;-3.38205;
0.100762;-5.98406;-3.38725;
0.100762;-5.98322;-3.39243;
0.100762;-5.98237;-3.39761;
0.100763;-5.98149;-3.40277;
0.100763;-5.98059;-3.40792;
0.100763;-5.97967;-3.41306;
0.100763;-5.97873;-3.41819;
0.100764;-5.97777;-3.4233;
0.100764;-5.97679;-3.42841;
0.100764;-5.97578;-3.4335;
0.100765;-5.97476;-3.43858;
0.100765;-5.97371;-3.44364;
0.100765;-5.97264;-3.4487;
0.100766;-5.97155;-3.45374;
0.100766;-5.97044;-3.45877;
0.100766;-5.96931;-3.46379;
0.100766;-5.96816;-3.46879;
0.100767;-5.96698;-3.47378;
0.100767;-5.96579;-3.47876;
0.100767;-5.96457;-3.48373;
0.100768;-5.96333;-3.48869;
0.100768;-5.96207;-3.49363;
0.100768;-5.96079;-3.49856;
0.100769;-5.95949;-3.50348;
0.100769;-5.95817;-3.50838;
0.100769;-5.95682;-3.51328;
0.100769;-5.95546;-3.51816;
0.10077;-5.95407;-3.52303;
0.10077;-5.95267;-3.52788;
0.10077;-5.95124;-3.53273;
0.100771;-5.94979;-3.53756;
0.100771;-5.94832;-3.54237;
0.100771;-5.94683;-3.54718;
0.100772;-5.94531;-3.55197;
0.100772;-5.94378;-3.55675;
0.100772;-5.94222;-3.56152;
0.100772;-5.94065;-3.56628;
0.100773;-5.93905;-3.57102;
0.100773;-5.93743;-3.57575;
0.100773;-5.93579;-3.58047;
0.100774;-5.93413;-3.58517;
0.100774;-5.93245;-3.58986;
0.100774;-5.93075;-3.59454;
0.100775;-5.92902;-3.59921;
0.100775;-5.92728;-3.60386;
0.100775;-5.92551;-3.6085;
0.100775;-5.92372;-3.61313;
0.100776;-5.92192;-3.61774;
0.100776;-5.92009;-3.62234;
0.100776;-5.91824;-3.62693;
0.100777;-5.91636;-3.63151;
0.100777;-5.91447;-3.63607;
0.100777;-5.91256;-3.64062;
0.100778;-5.91062;-3.64516;
0.100778;-5.90867;-3.64969;
0.100778;-5.90669;-3.6542;
0.100778;-5.9047;-3.6587;
0.100779;-5.90268;-3.66318;
0.100779;-5.90064;-3.66765;
0.100779;-5.89858;-3.67211;
0.10078;-5.8965;-3.67656;
0.10078;-5.8944;-3.68099;
0.10078;-5.89227;-3.68541;
0.100781;-5.89013;-3.68982;
0.100781;-5.88796;-3.69421;
0.100781;-5.88578;-3.69859;
0.100781;-5.88357;-3.70296;
0.100782;-5.88134;-3.70732;
0.100782;-5.87909;-3.71166;
0.100782;-5.87682;-3.71599;
0.100783;-5.87453;-3.7203;
0.100783;-5.87222;-3.7246;
0.100783;-5.86989;-3.72889;
0.100784;-5.86754;-3.73317;
0.100784;-5.86516;-3.73743;
0.100784;-5.86277;-3.74168;
0.100784;-5.86035;-3.74591;
0.100785;-5.85792;-3.75014;
0.100785;-5.85546;-3.75435;
0.100785;-5.85298;-3.75854;
0.100786;-5.85048;-3.76272;
0.100786;-5.84797;-3.76689;
0.100786;-5.84542;-3.77105;
0.100787;-5.84286;-3.77519;
0.100787;-5.84028;-3.77932;
0.100787;-5.83768;-3.78343;
0.100787;-5.83506;-3.78753;
0.100788;-5.83241;-3.79162;
0.100788;-5.82975;-3.7957;
0.100788;-5.82706;-3.79976;
0.100789;-5.82436;-3.80381;
0.100789;-5.82163;-3.80784;
0.100789;-5.81888;-3.81186;
0.10079;-5.81611;-3.81587;
0.10079;-5.81332;-3.81986;
0.10079;-5.81052;-3.82384;
0.10079;-5.80769;-3.82781;
0.100791;-5.80483;-3.83176;
0.100791;-5.80196;-3.8357;
0.100791;-5.79907;-3.83963;
0.100792;-5.79616;-3.84354;
0.100792;-5.79323;-3.84744;
0.100792;-5.79027;-3.85132;
0.100793;-5.7873;-3.85519;
0.100793;-5.7843;-3.85905;
0.100793;-5.78129;-3.8629;
0.100793;-5.77825;-3.86673;
0.100794;-5.77519;-3.87054;
0.100794;-5.77212;-3.87434;
0.100794;-5.76902;-3.87813;
0.100795;-5.7659;-3.88191;
0.100795;-5.76276;-3.88567;
0.100795;-5.7596;-3.88942;
0.100796;-5.75642;-3.89315;
0.100796;-5.75322;-3.89687;
0.100796;-5.75;-3.90057;
0.100796;-5.74676;-3.90427;
0.100797;-5.7435;-3.90794;
0.100797;-5.74022;-3.91161;
0.100797;-5.73692;-3.91526;
0.100798;-5.7336;-3.9189;
0.100798;-5.73025;-3.92252;
0.100798;-5.72689;-3.92613;
0.100799;-5.72351;-3.92972;
0.100799;-5.7201;-3.9333;
0.100799;-5.71668;-3.93687;
0.100799;-5.71323;-3.94042;
0.1008;-5.70977;-3.94396;
0.1008;-5.70628;-3.94748;
0.1008;-5.70278;-3.95099;
0.100801;-5.69925;-3.95449;
0.100801;-5.69571;-3.95797;
0.100801;-5.69214;-3.96144;
0.100802;-5.68855;-3.9649;
0.100802;-5.68495;-3.96834;
0.100802;-5.68132;-3.97176;
0.100802;-5.67767;-3.97517;
0.100803;-5.67401;-3.97857;
0.100803;-5.67032;-3.98196;
0.100803;-5.66661;-3.98533;
0.100804;-5.66288;-3.98868;
0.100804;-5.65914;-3.99202;
0.100804;-5.65537;-3.99535;
0.100805;-5.65158;-3.99866;
0.100805;-5.64777;-4.00196;
0.100805;-5.64395;-4.00525;
0.100805;-5.6401;-4.00852;
0.100806;-5.63623;-4.01177;
0.100806;-5.63234;-4.01501;
0.100806;-5.62843;-4.01824;
0.100807;-5.6245;-4.02146;
0.100807;-5.62056;-4.02465;
0.100807;-5.61659;-4.02784;
0.100808;-5.6126;-4.03101;
0.100808;-5.60859;-4.03417;
0.100808;-5.60456;-4.03731;
0.100808;-5.60052;-4.04043;
0.100809;-5.59645;-4.04355;
0.100809;-5.59236;-4.04665;
0.100809;-5.58825;-4.04973;
0.10081;-5.58413;-4.0528;
0.10081;-5.57998;-4.05586;
0.10081;-5.57581;-4.0589;
0.100811;-5.57163;-4.06192;
0.100811;-5.56742;-4.06494;
0.100811;-5.56319;-4.06793;
0.100811;-5.55895;-4.07092;
0.100812;-5.55468;-4.07389;
0.100812;-5.55039;-4.07684;
0.100812;-5.54609;-4.07978;
0.100813;-5.54176;-4.0827;
0.100813;-5.53742;-4.08562;
0.100813;-5.53306;-4.08851;
0.100814;-5.52867;-4.09139;
0.100814;-5.52427;-4.09426;
0.100814;-5.51984;-4.09711;
0.100814;-5.5154;-4.09995;
0.100815;-5.51094;-4.10278;
0.100815;-5.50646;-4.10558;
0.100815;-5.50195;-4.10838;
0.100816;-5.49743;-4.11116;
0.100816;-5.49289;-4.11392;
0.100816;-5.48833;-4.11667;
0.100817;-5.48375;-4.11941;
0.100817;-5.47915;-4.12213;
0.100817;-5.47453;-4.12484;
0.100817;-5.4699;-4.12753;
0.100818;-5.46524;-4.13021;
0.100818;-5.46056;-4.13287;
0.100818;-5.45586;-4.13552;
0.100819;-5.45115;-4.13815;
0.100819;-5.44641;-4.14077;
0.100819;-5.44166;-4.14337;
0.10082;-5.43688;-4.14596;
0.10082;-5.43209;-4.14854;
0.10082;-5.42728;-4.1511;
0.10082;-5.42245;-4.15364;
0.100821;-5.4176;-4.15617;
0.100821;-5.41273;-4.15869;
0.100821;-5.40784;-4.16119;
0.100822;-5.40293;-4.16368;
0.100822;-5.398;-4.16615;
0.100822;-5.39305;-4.1686;
0.100823;-5.38809;-4.17104;
0.100823;-5.3831;-4.17347;
0.100823;-5.3781;-4.17588;
0.100823;-5.37307;-4.17828;
0.100824;-5.36803;-4.18066;
0.100824;-5.36297;-4.18303;
0.100824;-5.35789;-4.18538;
0.100825;-5.35279;-4.18772;
0.100825;-5.34767;-4.19004;
0.100825;-5.34253;-4.19235;
0.100826;-5.33737;-4.19464;
0.100826;-5.3322;-4.19692;
0.100826;-5.327;-4.19918;
0.100826;-5.32179;-4.20143;
0.100827;-5.31656;-4.20367;
0.100827;-5.3113;-4.20588;
0.100827;-5.30603;-4.20809;
0.100828;-5.30074;-4.21028;
0.100828;-5.29544;-4.21245;
0.100828;-5.29011;-4.21461;
0.100829;-5.28476;-4.21675;
0.100829;-5.2794;-4.21888;
0.100829;-5.27402;-4.22099;
0.100829;-5.26861;-4.22309;
0.10083;-5.26319;-4.22518;
0.10083;-5.25775;-4.22724;
0.10083;-5.2523;-4.2293;
0.100831;-5.24682;-4.23134;
0.100831;-5.24132;-4.23336;
0.100831;-5.23581;-4.23537;
0.100832;-5.23028;-4.23736;
0.100832;-5.22472;-4.23934;
0.100832;-5.21915;-4.2413;
0.100832;-5.21357;-4.24325;
0.100833;-5.20796;-4.24518;
0.100833;-5.20233;-4.2471;
0.100833;-5.19669;-4.249;
0.100834;-5.19103;-4.25089;
0.100834;-5.18535;-4.25277;
0.100834;-5.17965;-4.25462;
0.100835;-5.17393;-4.25647;
0.100835;-5.16819;-4.25829;
0.100835;-5.16244;-4.2601;
0.100835;-5.15667;-4.2619;
0.100836;-5.15088;-4.26368;
0.100836;-5.14507;-4.26545;
0.100836;-5.13924;-4.2672;
0.100837;-5.13339;-4.26894;
0.100837;-5.12753;-4.27066;
0.100837;-5.12165;-4.27237;
0.100838;-5.11575;-4.27406;
0.100838;-5.10983;-4.27573;
0.100838;-5.10389;-4.27739;
0.100838;-5.09794;-4.27904;
0.100839;-5.09196;-4.28067;
0.100839;-5.08597;-4.28228;
0.100839;-5.07996;-4.28388;
0.10084;-5.07394;-4.28547;
0.10084;-5.06789;-4.28704;
0.10084;-5.06183;-4.28859;
0.100841;-5.05575;-4.29013;
0.100841;-5.04965;-4.29165;
0.100841;-5.04353;-4.29316;
0.100841;-5.03739;-4.29466;
0.100842;-5.03124;-4.29613;
0.100842;-5.02507;-4.2976;
0.100842;-5.01888;-4.29904;
0.100843;-5.01267;-4.30048;
0.100843;-5.00645;-4.30189;
0.100843;-5.00021;-4.30329;
0.100844;-4.99395;-4.30468;
0.100844;-4.98767;-4.30605;
0.100844;-4.98137;-4.30741;
0.100844;-4.97506;-4.30875;
0.100845;-4.96873;-4.31007;
0.100845;-4.96238;-4.31138;
0.100845;-4.95602;-4.31268;
0.100846;-4.94963;-4.31395;
0.100846;-4.94323;-4.31522;
0.100846;-4.93681;-4.31647;
0.100847;-4.93038;-4.3177;
0.100847;-4.92392;-4.31892;
0.100847;-4.91745;-4.32012;
0.100847;-4.91096;-4.32131;
0.100848;-4.90446;-4.32248;
0.100848;-4.89793;-4.32363;
0.100848;-4.89139;-4.32478;
0.100849;-4.88483;-4.3259;
0.100849;-4.87826;-4.32701;
0.100849;-4.87166;-4.32811;
0.10085;-4.86505;-4.32919;
0.10085;-4.85842;-4.33025;
0.10085;-4.85178;-4.3313;
0.10085;-4.84512;-4.33233;
0.100851;-4.83844;-4.33335;
0.100851;-4.83174;-4.33435;
0.100851;-4.82503;-4.33534;
0.100852;-4.8183;-4.33631;
0.100852;-4.81155;-4.33727;
0.100852;-4.80478;-4.33821;
0.100853;-4.798;-4.33913;
0.100853;-4.7912;-4.34004;
0.100853;-4.78438;-4.34094;
0.100853;-4.77755;-4.34182;
0.100854;-4.7707;-4.34268;
0.100854;-4.76383;-4.34353;
0.100854;-4.75695;-4.34436;
0.100855;-4.75005;-4.34518;
0.100855;-4.74313;-4.34598;
0.100855;-4.73619;-4.34677;
0.100856;-4.72924;-4.34754;
0.100856;-4.72227;-4.34829;
0.100856;-4.71529;-4.34904;
0.100856;-4.70829;-4.34976;
0.100857;-4.70127;-4.35047;
0.100857;-4.69423;-4.35116;
0.100857;-4.68718;-4.35184;
0.100858;-4.68011;-4.3525;
0.100858;-4.67303;-4.35315;
0.100858;-4.66592;-4.35378;
0.100859;-4.65881;-4.3544;
0.100859;-4.65167;-4.355;
0.100859;-4.64452;-4.35559;
0.100859;-4.63735;-4.35616;
0.10086;-4.63017;-4.35671;
0.10086;-4.62296;-4.35725;
0.10086;-4.61575;-4.35777;
0.100861;-4.60851;-4.35828;
0.100861;-4.60126;-4.35878;
0.100861;-4.594;-4.35925;
0.100862;-4.58671;-4.35971;
0.100862;-4.57941;-4.36016;
0.100862;-4.5721;-4.36059;
0.100862;-4.56477;-4.36101;
0.100863;-4.55742;-4.36141;
0.100863;-4.55005;-4.36179;
0.100863;-4.54267;-4.36216;
0.100864;-4.53528;-4.36251;
0.100864;-4.52786;-4.36285;
0.100864;-4.52044;-4.36317;
0.100865;-4.51299;-4.36348;
0.100865;-4.50553;-4.36377;
0.100865;-4.49805;-4.36405;
0.100865;-4.49056;-4.36431;
0.100866;-4.48305;-4.36455;
0.100866;-4.47553;-4.36478;
0.100866;-4.46799;-4.36499;
0.100867;-4.46043;-4.36519;
0.100867;-4.45286;-4.36538;
0.100867;-4.44527;-4.36554;
0.100868;-4.43767;-4.36569;
0.100868;-4.43005;-4.36583;
0.100868;-4.42241;-4.36595;
0.100868;-4.41476;-4.36606;
0.100869;-4.40709;-4.36615;
0.100869;-4.39941;-4.36622;
0.100869;-4.39171;-4.36628;
0.10087;-4.384;-4.36632;
0.10087;-4.37627;-4.36635;
0.10087;-4.36852;-4.36636;
0.100871;-4.36076;-4.36636;
0.100871;-4.35299;-4.36634;
0.100871;-4.3452;-4.36631;
0.100871;-4.33739;-4.36626;
0.100872;-4.32957;-4.36619;
0.100872;-4.32173;-4.36611;
0.100872;-4.31388;-4.36601;
0.100873;-4.30601;-4.3659;
0.100873;-4.29812;-4.36577;
0.100873;-4.29023;-4.36563;
0.100874;-4.28231;-4.36547;
0.100874;-4.27438;-4.3653;
0.100874;-4.26644;-4.36511;
0.100874;-4.25848;-4.3649;
0.100875;-4.2505;-4.36468;
0.100875;-4.24251;-4.36445;
0.100875;-4.23451;-4.36419;
0.100876;-4.22649;-4.36393;
0.100876;-4.21845;-4.36364;
0.100876;-4.2104;-4.36335;
0.100877;-4.20234;-4.36303;
0.100877;-4.19426;-4.3627;
0.100877;-4.18616;-4.36236;
0.100877;-4.17805;-4.362;
0.100878;-4.16993;-4.36162;
0.100878;-4.16179;-4.36123;
0.100878;-4.15364;-4.36082;
0.100879;-4.14547;-4.3604;
0.100879;-4.13728;-4.35997;
0.100879;-4.12908;-4.35951;
0.10088;-4.12087;-4.35904;
0.10088;-4.11264;-4.35856;
0.10088;-4.1044;-4.35806;
0.10088;-4.09615;-4.35754;
0.100881;-4.08787;-4.35701;
0.100881;-4.07959;-4.35647;
0.100881;-4.07129;-4.35591;
0.100882;-4.06297;-4.35533;
0.100882;-4.05464;-4.35474;
0.100882;-4.0463;-4.35413;
0.100883;-4.03794;-4.35351;
0.100883;-4.02957;-4.35287;
0.100883;-4.02118;-4.35221;
0.100883;-4.01278;-4.35154;
0.100884;-4.00437;-4.35086;
0.100884;-3.99594;-4.35016;
0.100884;-3.98749;-4.34944;
0.100885;-3.97904;-4.34871;
0.100885;-3.97056;-4.34796;
0.100885;-3.96208;-4.3472;
0.100886;-3.95358;-4.34642;
0.100886;-3.94506;-4.34563;
0.100886;-3.93653;-4.34482;
0.100886;-3.92799;-4.344;
0.100887;-3.91944;-4.34316;
0.100887;-3.91087;-4.3423;
0.100887;-3.90228;-4.34143;
0.100888;-3.89368;-4.34054;
0.100888;-3.88507;-4.33964;
0.100888;-3.87645;-4.33873;
0.100889;-3.86781;-4.33779;
0.100889;-3.85915;-4.33685;
0.100889;-3.85049;-4.33588;
0.100889;-3.84181;-4.3349;
0.10089;-3.83311;-4.33391;
0.10089;-3.8244;-4.3329;
0.10089;-3.81568;-4.33188;
0.100891;-3.80695;-4.33084;
0.100891;-3.7982;-4.32978;
0.100891;-3.78944;-4.32871;
0.100892;-3.78066;-4.32762;
0.100892;-3.77187;-4.32652;
0.100892;-3.76307;-4.3254;
0.100892;-3.75426;-4.32427;
0.100893;-3.74543;-4.32312;
0.100893;-3.73659;-4.32196;
0.100893;-3.72773;-4.32078;
0.100894;-3.71886;-4.31959;
0.100894;-3.70998;-4.31838;
0.100894;-3.70108;-4.31716;
0.100895;-3.69218;-4.31592;
0.100895;-3.68325;-4.31466;
0.100895;-3.67432;-4.31339;
0.100895;-3.66537;-4.3121;
0.100896;-3.65641;-4.3108;
0.100896;-3.64744;-4.30949;
0.100896;-3.63845;-4.30816;
0.100897;-3.62945;-4.30681;
0.100897;-3.62044;-4.30545;
0.100897;-3.61142;-4.30407;
0.100898;-3.60238;-4.30268;
0.100898;-3.59333;-4.30127;
0.100898;-3.58426;-4.29984;
0.100898;-3.57519;-4.2984;
0.100899;-3.5661;-4.29695;
0.100899;-3.557;-4.29548;
0.100899;-3.54788;-4.294;
0.1009;-3.53875;-4.2925;
0.1009;-3.52961;-4.29098;
0.1009;-3.52046;-4.28945;
0.100901;-3.5113;-4.28791;
0.100901;-3.50212;-4.28634;
0.100901;-3.49293;-4.28477;
0.100901;-3.48373;-4.28318;
0.100902;-3.47452;-4.28157;
0.100902;-3.46529;-4.27995;
0.100902;-3.45605;-4.27831;
0.100903;-3.4468;-4.27666;
0.100903;-3.43754;-4.27499;
0.100903;-3.42826;-4.27331;
0.100904;-3.41897;-4.27161;
0.100904;-3.40967;-4.2699;
0.100904;-3.40036;-4.26817;
0.100904;-3.39104;-4.26643;
0.100905;-3.3817;-4.26467;
0.100905;-3.37235;-4.2629;
0.100905;-3.36299;-4.26111;
0.100906;-3.35362;-4.2593;
0.100906;-3.34423;-4.25749;
0.100906;-3.33484;-4.25565;
0.100907;-3.32543;-4.2538;
0.100907;-3.31601;-4.25194;
0.100907;-3.30658;-4.25006;
0.100907;-3.29714;-4.24816;
0.100908;-3.28768;-4.24625;
0.100908;-3.27822;-4.24433;
0.100908;-3.26874;-4.24239;
0.100909;-3.25925;-4.24044;
0.100909;-3.24975;-4.23847;
0.100909;-3.24023;-4.23648;
0.10091;-3.23071;-4.23448;
0.10091;-3.22117;-4.23247;
0.10091;-3.21162;-4.23043;
0.10091;-3.20207;-4.22839;
0.100911;-3.1925;-4.22633;
0.100911;-3.18291;-4.22425;
0.100911;-3.17332;-4.22216;
0.100912;-3.16372;-4.22006;
0.100912;-3.1541;-4.21794;
0.100912;-3.14448;-4.2158;
0.100913;-3.13484;-4.21365;
0.100913;-3.12519;-4.21149;
0.100913;-3.11553;-4.20931;
0.100913;-3.10586;-4.20711;
0.100914;-3.09618;-4.2049;
0.100914;-3.08648;-4.20268;
0.100914;-3.07678;-4.20044;
0.100915;-3.06706;-4.19818;
0.100915;-3.05734;-4.19591;
0.100915;-3.0476;-4.19363;
0.100916;-3.03785;-4.19133;
0.100916;-3.02809;-4.18902;
0.100916;-3.01833;-4.18669;
0.100916;-3.00855;-4.18434;
0.100917;-2.99876;-4.18198;
0.100917;-2.98895;-4.17961;
0.100917;-2.97914;-4.17722;
0.100918;-2.96932;-4.17482;
0.100918;-2.95949;-4.1724;
0.100918;-2.94964;-4.16997;
0.100919;-2.93979;-4.16752;
0.100919;-2.92993;-4.16505;
0.100919;-2.92005;-4.16258;
0.100919;-2.91017;-4.16008;
0.10092;-2.90027;-4.15758;
0.10092;-2.89036;-4.15506;
0.10092;-2.88045;-4.15252;
0.100921;-2.87052;-4.14997;
0.100921;-2.86059;-4.1474;
0.100921;-2.85064;-4.14482;
0.100922;-2.84068;-4.14222;
0.100922;-2.83071;-4.13961;
0.100922;-2.82074;-4.13699;
0.100922;-2.81075;-4.13435;
0.100923;-2.80075;-4.13169;
0.100923;-2.79075;-4.12902;
0.100923;-2.78073;-4.12634;
0.100924;-2.7707;-4.12364;
0.100924;-2.76067;-4.12093;
0.100924;-2.75062;-4.1182;
0.100925;-2.74056;-4.11546;
0.100925;-2.7305;-4.1127;
0.100925;-2.72042;-4.10993;
0.100925;-2.71034;-4.10714;
0.100926;-2.70024;-4.10434;
0.100926;-2.69014;-4.10153;
0.100926;-2.68002;-4.0987;
0.100927;-2.6699;-4.09585;
0.100927;-2.65977;-4.09299;
0.100927;-2.64962;-4.09012;
0.100928;-2.63947;-4.08723;
0.100928;-2.62931;-4.08433;
0.100928;-2.61914;-4.08141;
0.100928;-2.60896;-4.07848;
0.100929;-2.59877;-4.07553;
0.100929;-2.58857;-4.07257;
0.100929;-2.57837;-4.0696;
0.10093;-2.56815;-4.06661;
0.10093;-2.55792;-4.0636;
0.10093;-2.54769;-4.06058;
0.100931;-2.53744;-4.05755;
0.100931;-2.52719;-4.0545;
0.100931;-2.51693;-4.05144;
0.100931;-2.50666;-4.04837;
0.100932;-2.49638;-4.04528;
0.100932;-2.48609;-4.04217;
0.100932;-2.47579;-4.03905;
0.100933;-2.46549;-4.03592;
0.100933;-2.45517;-4.03277;
0.100933;-2.44485;-4.02961;
0.100934;-2.43451;-4.02643;
0.100934;-2.42417;-4.02324;
0.100934;-2.41382;-4.02003;
0.100934;-2.40346;-4.01681;
0.100935;-2.3931;-4.01358;
0.100935;-2.38272;-4.01033;
0.100935;-2.37234;-4.00707;
0.100936;-2.36195;-4.00379;
0.100936;-2.35154;-4.0005;
0.100936;-2.34114;-3.9972;
0.100937;-2.33072;-3.99388;
0.100937;-2.32029;-3.99055;
0.100937;-2.30986;-3.9872;
0.100937;-2.29942;-3.98384;
0.100938;-2.28897;-3.98046;
0.100938;-2.27851;-3.97707;
0.100938;-2.26804;-3.97367;
0.100939;-2.25757;-3.97025;
0.100939;-2.24708;-3.96682;
0.100939;-2.23659;-3.96337;
0.10094;-2.22609;-3.95991;
0.10094;-2.21559;-3.95643;
0.10094;-2.20507;-3.95294;
0.10094;-2.19455;-3.94944;
0.100941;-2.18402;-3.94593;
0.100941;-2.17348;-3.94239;
0.100941;-2.16294;-3.93885;
0.100942;-2.15239;-3.93529;
0.100942;-2.14182;-3.93172;
0.100942;-2.13126;-3.92813;
0.100943;-2.12068;-3.92453;
0.100943;-2.1101;-3.92092;
0.100943;-2.09951;-3.91729;
0.100943;-2.08891;-3.91364;
0.100944;-2.0783;-3.90999;
0.100944;-2.06769;-3.90632;
0.100944;-2.05707;-3.90263;
0.100945;-2.04644;-3.89894;
0.100945;-2.0358;-3.89522;
0.100945;-2.02516;-3.8915;
0.100946;-2.01451;-3.88776;
0.100946;-2.00386;-3.88401;
0.100946;-1.99319;-3.88024;
0.100946;-1.98252;-3.87646;
0.100947;-1.97184;-3.87266;
0.100947;-1.96116;-3.86885;
0.100947;-1.95047;-3.86503;
0.100948;-1.93977;-3.8612;
0.100948;-1.92906;-3.85735;
0.100948;-1.91835;-3.85348;
0.100949;-1.90763;-3.84961;
0.100949;-1.8969;-3.84571;
0.100949;-1.88617;-3.84181;
0.100949;-1.87543;-3.83789;
0.10095;-1.86468;-3.83396;
0.10095;-1.85393;-3.83001;
0.10095;-1.84317;-3.82606;
0.100951;-1.8324;-3.82208;
0.100951;-1.82163;-3.8181;
0.100951;-1.81085;-3.8141;
0.100952;-1.80007;-3.81008;
0.100952;-1.78928;-3.80606;
0.100952;-1.77848;-3.80202;
0.100952;-1.76767;-3.79796;
0.100953;-1.75686;-3.7939;
0.100953;-1.74604;-3.78981;
0.100953;-1.73522;-3.78572;
0.100954;-1.72439;-3.78161;
0.100954;-1.71356;-3.77749;
0.100954;-1.70271;-3.77336;
0.100955;-1.69187;-3.76921;
0.100955;-1.68101;-3.76505;
0.100955;-1.67015;-3.76087;
0.100955;-1.65929;-3.75669;
0.100956;-1.64842;-3.75248;
0.100956;-1.63754;-3.74827;
0.100956;-1.62665;-3.74404;
0.100957;-1.61577;-3.7398;
0.100957;-1.60487;-3.73554;
0.100957;-1.59397;-3.73128;
0.100958;-1.58306;-3.727;
0.100958;-1.57215;-3.7227;
0.100958;-1.56124;-3.71839;
0.100958;-1.55031;-3.71407;
0.100959;-1.53938;-3.70974;
0.100959;-1.52845;-3.70539;
0.100959;-1.51751;-3.70103;
0.10096;-1.50657;-3.69666;
0.10096;-1.49562;-3.69227;
0.10096;-1.48466;-3.68787;
0.100961;-1.4737;-3.68346;
0.100961;-1.46273;-3.67903;
0.100961;-1.45176;-3.67459;
0.100961;-1.44079;-3.67014;
0.100962;-1.42981;-3.66567;
0.100962;-1.41882;-3.6612;
0.100962;-1.40783;-3.65671;
0.100963;-1.39683;-3.6522;
0.100963;-1.38583;-3.64768;
0.100963;-1.37482;-3.64315;
0.100964;-1.36381;-3.63861;
0.100964;-1.3528;-3.63405;
0.100964;-1.34177;-3.62949;
0.100964;-1.33075;-3.6249;
0.100965;-1.31972;-3.62031;
0.100965;-1.30868;-3.6157;
0.100965;-1.29764;-3.61108;
0.100966;-1.2866;-3.60645;
0.100966;-1.27555;-3.6018;
0.100966;-1.2645;-3.59714;
0.100967;-1.25344;-3.59247;
0.100967;-1.24238;-3.58779;
0.100967;-1.23131;-3.58309;
0.100967;-1.22024;-3.57838;
0.100968;-1.20916;-3.57366;
0.100968;-1.19808;-3.56892;
0.100968;-1.187;-3.56417;
0.100969;-1.17591;-3.55941;
0.100969;-1.16482;-3.55464;
0.100969;-1.15372;-3.54985;
0.10097;-1.14262;-3.54505;
0.10097;-1.13152;-3.54024;
0.10097;-1.12041;-3.53542;
0.10097;-1.10929;-3.53058;
0.100971;-1.09818;-3.52573;
0.100971;-1.08706;-3.52087;
0.100971;-1.07593;-3.516;
0.100972;-1.0648;-3.51111;
0.100972;-1.05367;-3.50621;
0.100972;-1.04254;-3.5013;
0.100973;-1.0314;-3.49638;
0.100973;-1.02025;-3.49144;
0.100973;-1.00911;-3.48649;
0.100973;-0.997956;-3.48153;
0.100974;-0.986803;-3.47656;
0.100974;-0.975645;-3.47157;
0.100974;-0.964484;-3.46658;
0.100975;-0.95332;-3.46157;
0.100975;-0.942152;-3.45654;
0.100975;-0.930981;-3.45151;
0.100976;-0.919806;-3.44646;
0.100976;-0.908629;-3.4414;
0.100976;-0.897448;-3.43633;
0.100976;-0.886264;-3.43125;
0.100977;-0.875077;-3.42615;
0.100977;-0.863886;-3.42104;
0.100977;-0.852693;-3.41592;
0.100978;-0.841496;-3.41079;
0.100978;-0.830297;-3.40564;
0.100978;-0.819095;-3.40049;
0.100979;-0.807889;-3.39532;
0.100979;-0.796681;-3.39014;
0.100979;-0.78547;-3.38494;
0.100979;-0.774256;-3.37974;
0.10098;-0.76304;-3.37452;
0.10098;-0.75182;-3.36929;
0.10098;-0.740599;-3.36405;
0.100981;-0.729374;-3.3588;
0.100981;-0.718147;-3.35354;
0.100981;-0.706917;-3.34826;
0.100982;-0.695685;-3.34297;
0.100982;-0.68445;-3.33767;
0.100982;-0.673213;-3.33236;
0.100982;-0.661974;-3.32703;
0.100983;-0.650732;-3.3217;
0.100983;-0.639488;-3.31635;
0.100983;-0.628241;-3.31099;
0.100984;-0.616992;-3.30562;
0.100984;-0.605742;-3.30024;
0.100984;-0.594489;-3.29484;
0.100985;-0.583233;-3.28943;
0.100985;-0.571976;-3.28402;
0.100985;-0.560717;-3.27859;
0.100985;-0.549456;-3.27314;
0.100986;-0.538193;-3.26769;
0.100986;-0.526928;-3.26223;
0.100986;-0.515661;-3.25675;
0.100987;-0.504392;-3.25126;
0.100987;-0.493121;-3.24576;
0.100987;-0.481849;-3.24025;
0.100988;-0.470575;-3.23473;
0.100988;-0.459299;-3.22919;
0.100988;-0.448022;-3.22365;
0.100988;-0.436743;-3.21809;
0.100989;-0.425462;-3.21252;
0.100989;-0.41418;-3.20694;
0.100989;-0.402897;-3.20135;
