time;V(/vin);V(/vout);
0.100144;3.94004;1.43812;
0.100145;3.94583;1.44562;
0.100145;3.95161;1.45312;
0.100145;3.95738;1.46061;
0.100146;3.96313;1.4681;
0.100146;3.96887;1.47558;
0.100146;3.9746;1.48306;
0.100147;3.98031;1.49053;
0.100147;3.98601;1.498;
0.100147;3.99169;1.50546;
0.100147;3.99736;1.51291;
0.100148;4.00301;1.52036;
0.100148;4.00865;1.52781;
0.100148;4.01428;1.53525;
0.100149;4.01989;1.54268;
0.100149;4.02549;1.55011;
0.100149;4.03107;1.55754;
0.10015;4.03664;1.56495;
0.10015;4.04219;1.57237;
0.10015;4.04773;1.57977;
0.10015;4.05326;1.58717;
0.100151;4.05877;1.59457;
0.100151;4.06427;1.60196;
0.100151;4.06975;1.60934;
0.100152;4.07522;1.61672;
0.100152;4.08067;1.62409;
0.100152;4.08611;1.63146;
0.100153;4.09153;1.63882;
0.100153;4.09694;1.64618;
0.100153;4.10234;1.65353;
0.100153;4.10772;1.66087;
0.100154;4.11309;1.66821;
0.100154;4.11844;1.67554;
0.100154;4.12377;1.68287;
0.100155;4.1291;1.69019;
0.100155;4.1344;1.6975;
0.100155;4.1397;1.70481;
0.100156;4.14498;1.71211;
0.100156;4.15024;1.7194;
0.100156;4.15549;1.72669;
0.100156;4.16072;1.73398;
0.100157;4.16594;1.74125;
0.100157;4.17115;1.74852;
0.100157;4.17634;1.75579;
0.100158;4.18151;1.76305;
0.100158;4.18667;1.7703;
0.100158;4.19181;1.77755;
0.100159;4.19695;1.78479;
0.100159;4.20206;1.79202;
0.100159;4.20716;1.79925;
0.100159;4.21225;1.80647;
0.10016;4.21732;1.81368;
0.10016;4.22237;1.82089;
0.10016;4.22741;1.82809;
0.100161;4.23244;1.83528;
0.100161;4.23745;1.84247;
0.100161;4.24244;1.84965;
0.100162;4.24742;1.85683;
0.100162;4.25239;1.864;
0.100162;4.25734;1.87116;
0.100162;4.26227;1.87831;
0.100163;4.26719;1.88546;
0.100163;4.2721;1.8926;
0.100163;4.27699;1.89974;
0.100164;4.28186;1.90687;
0.100164;4.28672;1.91399;
0.100164;4.29156;1.9211;
0.100165;4.29639;1.92821;
0.100165;4.30121;1.93531;
0.100165;4.306;1.94241;
0.100165;4.31079;1.9495;
0.100166;4.31555;1.95658;
0.100166;4.32031;1.96365;
0.100166;4.32504;1.97072;
0.100167;4.32976;1.97778;
0.100167;4.33447;1.98483;
0.100167;4.33916;1.99187;
0.100168;4.34383;1.99891;
0.100168;4.34849;2.00594;
0.100168;4.35314;2.01297;
0.100168;4.35777;2.01998;
0.100169;4.36238;2.02699;
0.100169;4.36698;2.034;
0.100169;4.37156;2.04099;
0.10017;4.37613;2.04798;
0.10017;4.38068;2.05496;
0.10017;4.38521;2.06193;
0.100171;4.38973;2.0689;
0.100171;4.39424;2.07586;
0.100171;4.39873;2.08281;
0.100171;4.4032;2.08975;
0.100172;4.40766;2.09669;
0.100172;4.4121;2.10362;
0.100172;4.41653;2.11054;
0.100173;4.42094;2.11746;
0.100173;4.42533;2.12436;
0.100173;4.42971;2.13126;
0.100174;4.43407;2.13815;
0.100174;4.43842;2.14504;
0.100174;4.44275;2.15191;
0.100174;4.44707;2.15878;
0.100175;4.45137;2.16564;
0.100175;4.45565;2.1725;
0.100175;4.45992;2.17934;
0.100176;4.46417;2.18618;
0.100176;4.46841;2.19301;
0.100176;4.47263;2.19983;
0.100177;4.47684;2.20665;
0.100177;4.48103;2.21345;
0.100177;4.4852;2.22025;
0.100177;4.48936;2.22704;
0.100178;4.4935;2.23383;
0.100178;4.49762;2.2406;
0.100178;4.50173;2.24737;
0.100179;4.50583;2.25413;
0.100179;4.5099;2.26088;
0.100179;4.51396;2.26762;
0.10018;4.51801;2.27436;
0.10018;4.52204;2.28108;
0.10018;4.52605;2.2878;
0.10018;4.53005;2.29451;
0.100181;4.53403;2.30122;
0.100181;4.538;2.30791;
0.100181;4.54194;2.3146;
0.100182;4.54588;2.32127;
0.100182;4.54979;2.32794;
0.100182;4.55369;2.3346;
0.100183;4.55758;2.34126;
0.100183;4.56145;2.3479;
0.100183;4.5653;2.35454;
0.100183;4.56913;2.36117;
0.100184;4.57295;2.36779;
0.100184;4.57676;2.3744;
0.100184;4.58054;2.381;
0.100185;4.58431;2.3876;
0.100185;4.58807;2.39418;
0.100185;4.59181;2.40076;
0.100186;4.59553;2.40733;
0.100186;4.59923;2.41389;
0.100186;4.60292;2.42044;
0.100186;4.60659;2.42698;
0.100187;4.61025;2.43352;
0.100187;4.61389;2.44004;
0.100187;4.61751;2.44656;
0.100188;4.62112;2.45307;
0.100188;4.62471;2.45957;
0.100188;4.62829;2.46606;
0.100189;4.63184;2.47254;
0.100189;4.63538;2.47902;
0.100189;4.63891;2.48548;
0.100189;4.64242;2.49194;
0.10019;4.64591;2.49838;
0.10019;4.64939;2.50482;
0.10019;4.65284;2.51125;
0.100191;4.65629;2.51767;
0.100191;4.65971;2.52408;
0.100191;4.66312;2.53048;
0.100192;4.66651;2.53688;
0.100192;4.66989;2.54326;
0.100192;4.67325;2.54964;
0.100192;4.67659;2.556;
0.100193;4.67992;2.56236;
0.100193;4.68323;2.56871;
0.100193;4.68652;2.57505;
0.100194;4.6898;2.58138;
0.100194;4.69306;2.5877;
0.100194;4.6963;2.59401;
0.100195;4.69953;2.60031;
0.100195;4.70274;2.60661;
0.100195;4.70593;2.61289;
0.100195;4.70911;2.61916;
0.100196;4.71226;2.62543;
0.100196;4.71541;2.63168;
0.100196;4.71853;2.63793;
0.100197;4.72164;2.64417;
0.100197;4.72473;2.6504;
0.100197;4.72781;2.65661;
0.100198;4.73087;2.66282;
0.100198;4.73391;2.66902;
0.100198;4.73694;2.67521;
0.100198;4.73994;2.68139;
0.100199;4.74294;2.68756;
0.100199;4.74591;2.69373;
0.100199;4.74887;2.69988;
0.1002;4.75181;2.70602;
0.1002;4.75473;2.71215;
0.1002;4.75764;2.71827;
0.100201;4.76053;2.72439;
0.100201;4.7634;2.73049;
0.100201;4.76626;2.73659;
0.100201;4.7691;2.74267;
0.100202;4.77192;2.74874;
0.100202;4.77473;2.75481;
0.100202;4.77752;2.76086;
0.100203;4.78029;2.76691;
0.100203;4.78304;2.77294;
0.100203;4.78578;2.77897;
0.100204;4.7885;2.78498;
0.100204;4.79121;2.79099;
0.100204;4.79389;2.79699;
0.100204;4.79656;2.80297;
0.100205;4.79921;2.80895;
0.100205;4.80185;2.81491;
0.100205;4.80447;2.82087;
0.100206;4.80707;2.82681;
0.100206;4.80965;2.83275;
0.100206;4.81222;2.83868;
0.100207;4.81477;2.84459;
0.100207;4.8173;2.8505;
0.100207;4.81982;2.85639;
0.100207;4.82232;2.86228;
0.100208;4.8248;2.86815;
0.100208;4.82726;2.87402;
0.100208;4.82971;2.87987;
0.100209;4.83214;2.88572;
0.100209;4.83455;2.89155;
0.100209;4.83695;2.89737;
0.10021;4.83933;2.90319;
0.10021;4.84169;2.90899;
0.10021;4.84403;2.91478;
0.10021;4.84636;2.92057;
0.100211;4.84867;2.92634;
0.100211;4.85096;2.9321;
0.100211;4.85324;2.93785;
0.100212;4.8555;2.94359;
0.100212;4.85774;2.94932;
0.100212;4.85996;2.95504;
0.100213;4.86217;2.96075;
0.100213;4.86436;2.96645;
0.100213;4.86653;2.97214;
0.100213;4.86868;2.97782;
0.100214;4.87082;2.98349;
0.100214;4.87294;2.98914;
0.100214;4.87504;2.99479;
0.100215;4.87713;3.00042;
0.100215;4.8792;3.00605;
0.100215;4.88125;3.01166;
0.100216;4.88328;3.01727;
0.100216;4.8853;3.02286;
0.100216;4.88729;3.02844;
0.100216;4.88928;3.03401;
0.100217;4.89124;3.03957;
0.100217;4.89319;3.04512;
0.100217;4.89511;3.05066;
0.100218;4.89703;3.05619;
0.100218;4.89892;3.06171;
0.100218;4.9008;3.06721;
0.100219;4.90266;3.07271;
0.100219;4.9045;3.07819;
0.100219;4.90632;3.08367;
0.100219;4.90813;3.08913;
0.10022;4.90992;3.09458;
0.10022;4.91169;3.10002;
0.10022;4.91345;3.10545;
0.100221;4.91518;3.11087;
0.100221;4.9169;3.11628;
0.100221;4.91861;3.12167;
0.100222;4.92029;3.12706;
0.100222;4.92196;3.13243;
0.100222;4.92361;3.13779;
0.100222;4.92524;3.14315;
0.100223;4.92686;3.14849;
0.100223;4.92845;3.15382;
0.100223;4.93003;3.15913;
0.100224;4.9316;3.16444;
0.100224;4.93314;3.16974;
0.100224;4.93467;3.17502;
0.100225;4.93618;3.1803;
0.100225;4.93767;3.18556;
0.100225;4.93914;3.19081;
0.100225;4.9406;3.19605;
0.100226;4.94204;3.20128;
0.100226;4.94346;3.20649;
0.100226;4.94487;3.2117;
0.100227;4.94626;3.21689;
0.100227;4.94762;3.22207;
0.100227;4.94898;3.22724;
0.100228;4.95031;3.2324;
0.100228;4.95163;3.23755;
0.100228;4.95293;3.24269;
0.100228;4.95421;3.24781;
0.100229;4.95547;3.25293;
0.100229;4.95672;3.25803;
0.100229;4.95795;3.26312;
0.10023;4.95916;3.2682;
0.10023;4.96035;3.27326;
0.10023;4.96153;3.27832;
0.100231;4.96268;3.28336;
0.100231;4.96383;3.2884;
0.100231;4.96495;3.29342;
0.100231;4.96605;3.29842;
0.100232;4.96714;3.30342;
0.100232;4.96821;3.30841;
0.100232;4.96926;3.31338;
0.100233;4.9703;3.31834;
0.100233;4.97131;3.32329;
0.100233;4.97231;3.32823;
0.100234;4.9733;3.33316;
0.100234;4.97426;3.33807;
0.100234;4.97521;3.34297;
0.100234;4.97613;3.34786;
0.100235;4.97704;3.35274;
0.100235;4.97794;3.35761;
0.100235;4.97881;3.36247;
0.100236;4.97967;3.36731;
0.100236;4.98051;3.37214;
0.100236;4.98133;3.37696;
0.100237;4.98214;3.38177;
0.100237;4.98293;3.38656;
0.100237;4.9837;3.39134;
0.100237;4.98445;3.39612;
0.100238;4.98518;3.40087;
0.100238;4.9859;3.40562;
0.100238;4.9866;3.41036;
0.100239;4.98728;3.41508;
0.100239;4.98794;3.41979;
0.100239;4.98858;3.42449;
0.10024;4.98921;3.42917;
0.10024;4.98982;3.43385;
0.10024;4.99041;3.43851;
0.10024;4.99099;3.44316;
0.100241;4.99155;3.4478;
0.100241;4.99208;3.45242;
0.100241;4.99261;3.45703;
0.100242;4.99311;3.46163;
0.100242;4.9936;3.46622;
0.100242;4.99406;3.4708;
0.100243;4.99451;3.47536;
0.100243;4.99495;3.47991;
0.100243;4.99536;3.48445;
0.100243;4.99576;3.48898;
0.100244;4.99614;3.49349;
0.100244;4.9965;3.498;
0.100244;4.99684;3.50248;
0.100245;4.99717;3.50696;
0.100245;4.99748;3.51143;
0.100245;4.99777;3.51588;
0.100246;4.99804;3.52032;
0.100246;4.99829;3.52474;
0.100246;4.99853;3.52916;
0.100246;4.99875;3.53356;
0.100247;4.99895;3.53795;
0.100247;4.99914;3.54233;
0.100247;4.9993;3.54669;
0.100248;4.99945;3.55104;
0.100248;4.99958;3.55538;
0.100248;4.9997;3.55971;
0.100249;4.99979;3.56402;
0.100249;4.99987;3.56832;
0.100249;4.99993;3.57261;
0.100249;4.99997;3.57689;
0.10025;4.99999;3.58115;
0.10025;5;3.5854;
0.10025;4.99999;3.58964;
0.100251;4.99996;3.59386;
0.100251;4.99991;3.59807;
0.100251;4.99985;3.60227;
0.100252;4.99976;3.60646;
0.100252;4.99966;3.61063;
0.100252;4.99955;3.61479;
0.100252;4.99941;3.61894;
0.100253;4.99926;3.62308;
0.100253;4.99909;3.6272;
0.100253;4.9989;3.63131;
0.100254;4.99869;3.6354;
0.100254;4.99847;3.63949;
0.100254;4.99822;3.64356;
0.100255;4.99796;3.64761;
0.100255;4.99768;3.65166;
0.100255;4.99739;3.65569;
0.100255;4.99708;3.65971;
0.100256;4.99674;3.66371;
