Model: ,Oscilloscope EDUX1052A
Serial Number:,CN65470148
Address: ,USBInstrument1
Date: ,2026-09-09 14:23:16

Sample Number,시간 (s),1 (VOLT),2 (VOLT),
35,-0.000966,0.572261273860931,-1.69728629291058,
36,-0.000965,0.572261273860931,-1.69728629291058,
37,-0.000964,0.572261273860931,-1.49628126621246,
38,-0.000963,0.371256247162819,-1.69728629291058,
39,-0.000962,0.572261273860931,-1.69728629291058,
40,-0.000961,0.572261273860931,-1.69728629291058,
41,-0.00096,0.572261273860931,-1.49628126621246,
42,-0.000959,0.773266300559044,-1.49628126621246,
43,-0.000958,0.773266300559044,-1.49628126621246,
44,-0.000957,0.773266300559044,-1.49628126621246,
45,-0.000956,0.773266300559044,-1.29527623951435,
46,-0.000955,0.974271327257156,-1.49628126621246,
47,-0.000954,0.773266300559044,-1.49628126621246,
48,-0.000953,0.773266300559044,-1.29527623951435,
49,-0.000952,0.974271327257156,-1.29527623951435,
50,-0.000951,0.974271327257156,-1.29527623951435,
51,-0.00095,0.974271327257156,-1.29527623951435,
52,-0.000949,1.17527635395527,-1.29527623951435,
53,-0.000948,1.17527635395527,-1.09427121281624,
54,-0.000947,0.974271327257156,-1.29527623951435,
55,-0.000946,0.974271327257156,-1.29527623951435,
56,-0.000945,1.17527635395527,-1.09427121281624,
57,-0.000944,1.17527635395527,-1.29527623951435,
58,-0.000943,1.37628138065338,-1.29527623951435,
59,-0.000942,1.17527635395527,-1.29527623951435,
60,-0.000941,1.37628138065338,-0.893266186118126,
61,-0.00094,1.37628138065338,-1.29527623951435,
62,-0.000939,1.37628138065338,-0.893266186118126,
63,-0.000938,1.37628138065338,-0.893266186118126,
64,-0.000937,1.57728640735149,-0.893266186118126,
65,-0.000936,1.37628138065338,-0.893266186118126,
66,-0.000935,1.37628138065338,-0.893266186118126,
67,-0.000934,1.57728640735149,-1.09427121281624,
68,-0.000933,1.37628138065338,-0.893266186118126,
69,-0.000932,1.57728640735149,-1.09427121281624,
70,-0.000931,1.57728640735149,-0.893266186118126,
71,-0.00093,1.77829143404961,-0.692261159420013,
72,-0.000929,1.77829143404961,-0.692261159420013,
73,-0.000928,1.57728640735149,-0.692261159420013,
74,-0.000927,1.57728640735149,-0.893266186118126,
75,-0.000926,1.57728640735149,-0.893266186118126,
76,-0.000925,1.77829143404961,-0.692261159420013,
77,-0.000924,1.77829143404961,-0.893266186118126,
78,-0.000923,1.77829143404961,-0.692261159420013,
79,-0.000922,1.77829143404961,-0.692261159420013,
80,-0.000921,1.97929646074772,-0.491256132721901,
81,-0.00092,1.97929646074772,-0.491256132721901,
82,-0.000919,1.77829143404961,-0.491256132721901,
83,-0.000918,1.97929646074772,-0.692261159420013,
84,-0.000917,1.97929646074772,-0.692261159420013,
85,-0.000916,1.97929646074772,-0.491256132721901,
86,-0.000915,1.97929646074772,-0.491256132721901,
87,-0.000914,1.97929646074772,-0.692261159420013,
88,-0.000913,1.97929646074772,-0.290251106023788,
89,-0.000912,2.18030148744583,-0.290251106023788,
90,-0.000911,2.18030148744583,-0.290251106023788,
91,-0.00091,1.97929646074772,-0.491256132721901,
92,-0.000909,2.38130651414394,-0.290251106023788,
93,-0.000908,2.18030148744583,-0.290251106023788,
94,-0.000907,2.18030148744583,-0.290251106023788,
95,-0.000906,2.18030148744583,-0.290251106023788,
96,-0.000905,2.38130651414394,-0.491256132721901,
97,-0.000904,2.38130651414394,-0.290251106023788,
98,-0.000903,2.18030148744583,-0.290251106023788,
99,-0.000902,2.38130651414394,-0.290251106023788,
100,-0.000901,2.38130651414394,-0.290251106023788,
101,-0.0009,2.38130651414394,-0.290251106023788,
102,-0.000899,2.58231154084206,-0.089246079325676,
103,-0.000898,2.38130651414394,-0.089246079325676,
104,-0.000897,2.58231154084206,-0.089246079325676,
105,-0.000896,2.58231154084206,-0.089246079325676,
106,-0.000895,2.58231154084206,-0.089246079325676,
107,-0.000894,2.58231154084206,-0.089246079325676,
108,-0.000893,2.58231154084206,0.111758947372437,
109,-0.000892,2.78331656754017,-0.089246079325676,
110,-0.000891,2.58231154084206,0.111758947372437,
111,-0.00089,2.58231154084206,-0.089246079325676,
112,-0.000889,2.78331656754017,0.111758947372437,
113,-0.000888,2.78331656754017,0.111758947372437,
114,-0.000887,2.78331656754017,0.111758947372437,
115,-0.000886,2.78331656754017,0.312763974070549,
116,-0.000885,2.78331656754017,0.111758947372437,
117,-0.000884,2.98432159423828,0.111758947372437,
118,-0.000883,2.78331656754017,0.312763974070549,
119,-0.000882,2.78331656754017,0.312763974070549,
120,-0.000881,2.98432159423828,0.513769000768662,
121,-0.00088,2.98432159423828,0.312763974070549,
122,-0.000879,2.78331656754017,0.312763974070549,
123,-0.000878,2.98432159423828,0.513769000768662,
124,-0.000877,2.98432159423828,0.312763974070549,
125,-0.000876,2.98432159423828,0.513769000768662,
126,-0.000875,2.98432159423828,0.513769000768662,
127,-0.000874,2.98432159423828,0.513769000768662,
128,-0.000873,3.18532662093639,0.513769000768662,
129,-0.000872,2.98432159423828,0.513769000768662,
130,-0.000871,3.18532662093639,0.312763974070549,
131,-0.00087,3.18532662093639,0.513769000768662,
132,-0.000869,3.18532662093639,0.714774027466774,
133,-0.000868,3.18532662093639,0.714774027466774,
134,-0.000867,3.18532662093639,0.915779054164886,
135,-0.000866,3.38633164763451,0.714774027466774,
136,-0.000865,3.38633164763451,0.513769000768662,
137,-0.000864,3.18532662093639,0.714774027466774,
138,-0.000863,3.38633164763451,0.714774027466774,
139,-0.000862,3.18532662093639,0.714774027466774,
140,-0.000861,3.38633164763451,0.714774027466774,
141,-0.00086,3.38633164763451,0.714774027466774,
142,-0.000859,3.38633164763451,0.915779054164886,
143,-0.000858,3.38633164763451,0.714774027466774,
144,-0.000857,3.58733667433262,0.714774027466774,
145,-0.000856,3.38633164763451,0.714774027466774,
146,-0.000855,3.58733667433262,0.915779054164886,
147,-0.000854,3.58733667433262,1.116784080863,
148,-0.000853,3.58733667433262,0.915779054164886,
149,-0.000852,3.58733667433262,0.915779054164886,
150,-0.000851,3.58733667433262,0.915779054164886,
151,-0.00085,3.78834170103073,1.116784080863,
152,-0.000849,3.38633164763451,1.116784080863,
153,-0.000848,3.78834170103073,1.116784080863,
154,-0.000847,3.58733667433262,1.116784080863,
155,-0.000846,3.78834170103073,1.116784080863,
156,-0.000845,3.78834170103073,1.31778910756111,
157,-0.000844,3.78834170103073,1.31778910756111,
158,-0.000843,3.78834170103073,1.116784080863,
159,-0.000842,3.58733667433262,1.31778910756111,
160,-0.000841,3.78834170103073,1.116784080863,
161,-0.00084,3.78834170103073,1.31778910756111,
162,-0.000839,3.78834170103073,1.116784080863,
163,-0.000838,3.78834170103073,1.31778910756111,
164,-0.000837,3.78834170103073,1.31778910756111,
165,-0.000836,3.98934672772884,1.31778910756111,
166,-0.000835,3.78834170103073,1.31778910756111,
167,-0.000834,3.98934672772884,1.31778910756111,
168,-0.000833,3.78834170103073,1.31778910756111,
169,-0.000832,3.98934672772884,1.51879413425922,
170,-0.000831,3.98934672772884,1.51879413425922,
171,-0.00083,3.98934672772884,1.51879413425922,
172,-0.000829,3.98934672772884,1.71979916095734,
173,-0.000828,3.98934672772884,1.51879413425922,
174,-0.000827,3.98934672772884,1.51879413425922,
175,-0.000826,4.19035175442696,1.71979916095734,
176,-0.000825,4.19035175442696,1.51879413425922,
177,-0.000824,3.98934672772884,1.71979916095734,
178,-0.000823,3.98934672772884,1.71979916095734,
179,-0.000822,3.98934672772884,1.71979916095734,
180,-0.000821,4.19035175442696,1.71979916095734,
181,-0.00082,4.19035175442696,1.71979916095734,
182,-0.000819,4.19035175442696,1.71979916095734,
183,-0.000818,4.19035175442696,1.92080418765545,
184,-0.000817,4.19035175442696,1.92080418765545,
185,-0.000816,4.19035175442696,1.92080418765545,
186,-0.000815,4.19035175442696,1.92080418765545,
187,-0.000814,4.19035175442696,1.92080418765545,
188,-0.000813,4.19035175442696,1.92080418765545,
189,-0.000812,4.39135678112507,1.92080418765545,
190,-0.000811,4.39135678112507,1.92080418765545,
191,-0.00081,4.19035175442696,2.12180921435356,
192,-0.000809,4.19035175442696,1.92080418765545,
193,-0.000808,4.39135678112507,1.92080418765545,
194,-0.000807,4.59236180782318,1.92080418765545,
195,-0.000806,4.39135678112507,1.92080418765545,
196,-0.000805,4.39135678112507,2.12180921435356,
197,-0.000804,4.39135678112507,2.12180921435356,
198,-0.000803,4.39135678112507,2.12180921435356,
199,-0.000802,4.39135678112507,2.12180921435356,
200,-0.000801,4.59236180782318,2.12180921435356,
201,-0.0008,4.59236180782318,2.12180921435356,
202,-0.000799,4.59236180782318,2.12180921435356,
203,-0.000798,4.39135678112507,2.32281424105167,
204,-0.000797,4.59236180782318,2.52381926774979,
205,-0.000796,4.59236180782318,2.32281424105167,
206,-0.000795,4.39135678112507,2.32281424105167,
207,-0.000794,4.39135678112507,2.32281424105167,
208,-0.000793,4.39135678112507,2.32281424105167,
209,-0.000792,4.59236180782318,2.32281424105167,
210,-0.000791,4.39135678112507,2.32281424105167,
211,-0.00079,4.59236180782318,2.52381926774979,
212,-0.000789,4.59236180782318,2.32281424105167,
213,-0.000788,4.59236180782318,2.52381926774979,
214,-0.000787,4.59236180782318,2.52381926774979,
215,-0.000786,4.59236180782318,2.52381926774979,
216,-0.000785,4.59236180782318,2.52381926774979,
217,-0.000784,4.59236180782318,2.52381926774979,
218,-0.000783,4.59236180782318,2.52381926774979,
219,-0.000782,4.59236180782318,2.52381926774979,
220,-0.000781,4.59236180782318,2.52381926774979,
221,-0.00078,4.79336683452129,2.52381926774979,
222,-0.000779,4.59236180782318,2.52381926774979,
223,-0.000778,4.59236180782318,2.7248242944479,
224,-0.000777,4.59236180782318,2.52381926774979,
225,-0.000776,4.79336683452129,2.7248242944479,
226,-0.000775,4.79336683452129,2.7248242944479,
227,-0.000774,4.79336683452129,2.7248242944479,
228,-0.000773,4.79336683452129,2.7248242944479,
229,-0.000772,4.79336683452129,2.7248242944479,
230,-0.000771,4.79336683452129,2.7248242944479,
231,-0.00077,4.79336683452129,2.7248242944479,
232,-0.000769,4.79336683452129,2.92582932114601,
233,-0.000768,4.79336683452129,2.7248242944479,
234,-0.000767,4.79336683452129,2.92582932114601,
235,-0.000766,4.59236180782318,2.92582932114601,
236,-0.000765,4.59236180782318,2.92582932114601,
237,-0.000764,4.79336683452129,2.7248242944479,
238,-0.000763,4.79336683452129,2.92582932114601,
239,-0.000762,4.79336683452129,2.92582932114601,
240,-0.000761,4.79336683452129,2.92582932114601,
241,-0.00076,4.79336683452129,2.92582932114601,
242,-0.000759,4.79336683452129,2.92582932114601,
243,-0.000758,4.99437186121941,2.92582932114601,
244,-0.000757,4.59236180782318,3.12683434784412,
245,-0.000756,4.99437186121941,2.92582932114601,
246,-0.000755,4.99437186121941,2.92582932114601,
247,-0.000754,4.99437186121941,3.12683434784412,
248,-0.000753,4.79336683452129,3.12683434784412,
249,-0.000752,4.99437186121941,3.12683434784412,
250,-0.000751,4.79336683452129,3.12683434784412,
251,-0.00075,4.79336683452129,3.12683434784412,
252,-0.000749,4.59236180782318,3.12683434784412,
253,-0.000748,4.79336683452129,3.12683434784412,
254,-0.000747,4.79336683452129,3.12683434784412,
255,-0.000746,4.79336683452129,3.12683434784412,
256,-0.000745,4.99437186121941,3.12683434784412,
257,-0.000744,4.99437186121941,3.12683434784412,
258,-0.000743,4.79336683452129,3.32783937454224,
259,-0.000742,4.79336683452129,3.12683434784412,
260,-0.000741,4.99437186121941,3.12683434784412,
261,-0.00074,4.79336683452129,3.52884440124035,
262,-0.000739,4.79336683452129,3.32783937454224,
263,-0.000738,4.99437186121941,3.32783937454224,
264,-0.000737,4.99437186121941,3.32783937454224,
265,-0.000736,4.99437186121941,3.52884440124035,
266,-0.000735,4.79336683452129,3.32783937454224,
267,-0.000734,4.99437186121941,3.32783937454224,
268,-0.000733,4.79336683452129,3.32783937454224,
269,-0.000732,4.79336683452129,3.32783937454224,
270,-0.000731,4.79336683452129,3.32783937454224,
271,-0.00073,4.79336683452129,3.32783937454224,
272,-0.000729,4.79336683452129,3.32783937454224,
273,-0.000728,4.99437186121941,3.52884440124035,
274,-0.000727,4.79336683452129,3.32783937454224,
275,-0.000726,4.79336683452129,3.32783937454224,
276,-0.000725,4.79336683452129,3.52884440124035,
277,-0.000724,4.79336683452129,3.52884440124035,
278,-0.000723,4.79336683452129,3.32783937454224,
279,-0.000722,4.99437186121941,3.52884440124035,
280,-0.000721,4.79336683452129,3.52884440124035,
281,-0.00072,4.79336683452129,3.72984942793846,
282,-0.000719,4.79336683452129,3.52884440124035,
283,-0.000718,4.79336683452129,3.72984942793846,
284,-0.000717,4.79336683452129,3.52884440124035,
285,-0.000716,4.79336683452129,3.52884440124035,
286,-0.000715,4.79336683452129,3.52884440124035,
287,-0.000714,4.79336683452129,3.72984942793846,
288,-0.000713,4.99437186121941,3.52884440124035,
289,-0.000712,4.79336683452129,3.72984942793846,
290,-0.000711,4.79336683452129,3.72984942793846,
291,-0.00071,4.79336683452129,3.72984942793846,
292,-0.000709,4.99437186121941,3.72984942793846,
293,-0.000708,4.79336683452129,3.72984942793846,
294,-0.000707,4.79336683452129,3.72984942793846,
295,-0.000706,4.79336683452129,3.72984942793846,
296,-0.000705,4.79336683452129,3.72984942793846,
297,-0.000704,4.79336683452129,3.93085445463657,
298,-0.000703,4.79336683452129,3.72984942793846,
299,-0.000702,4.79336683452129,3.72984942793846,
300,-0.000701,4.79336683452129,3.72984942793846,
301,-0.0007,4.79336683452129,3.72984942793846,
302,-0.000699,4.79336683452129,3.72984942793846,
303,-0.000698,4.59236180782318,3.93085445463657,
304,-0.000697,4.79336683452129,3.93085445463657,
305,-0.000696,4.79336683452129,3.72984942793846,
306,-0.000695,4.99437186121941,3.72984942793846,
307,-0.000694,4.79336683452129,3.72984942793846,
308,-0.000693,4.59236180782318,3.93085445463657,
309,-0.000692,4.79336683452129,3.93085445463657,
310,-0.000691,4.59236180782318,3.72984942793846,
311,-0.00069,4.79336683452129,3.93085445463657,
312,-0.000689,4.79336683452129,3.93085445463657,
313,-0.000688,4.59236180782318,3.93085445463657,
314,-0.000687,4.59236180782318,3.93085445463657,
315,-0.000686,4.59236180782318,3.93085445463657,
316,-0.000685,4.59236180782318,3.93085445463657,
317,-0.000684,4.59236180782318,3.93085445463657,
318,-0.000683,4.79336683452129,3.93085445463657,
319,-0.000682,4.59236180782318,3.93085445463657,
320,-0.000681,4.59236180782318,3.93085445463657,
321,-0.00068,4.59236180782318,3.93085445463657,
322,-0.000679,4.39135678112507,4.13185948133469,
323,-0.000678,4.59236180782318,3.93085445463657,
324,-0.000677,4.59236180782318,3.93085445463657,
325,-0.000676,4.39135678112507,3.93085445463657,
326,-0.000675,4.59236180782318,3.93085445463657,
327,-0.000674,4.59236180782318,3.93085445463657,
328,-0.000673,4.59236180782318,3.93085445463657,
329,-0.000672,4.39135678112507,4.13185948133469,
330,-0.000671,4.39135678112507,4.13185948133469,
331,-0.00067,4.39135678112507,3.93085445463657,
332,-0.000669,4.39135678112507,3.93085445463657,
333,-0.000668,4.59236180782318,4.13185948133469,
334,-0.000667,4.39135678112507,3.93085445463657,
335,-0.000666,4.39135678112507,3.93085445463657,
336,-0.000665,4.39135678112507,3.93085445463657,
337,-0.000664,4.39135678112507,3.93085445463657,
338,-0.000663,4.39135678112507,3.93085445463657,
339,-0.000662,4.39135678112507,4.13185948133469,
340,-0.000661,4.39135678112507,3.93085445463657,
341,-0.00066,4.39135678112507,4.13185948133469,
342,-0.000659,4.39135678112507,3.93085445463657,
343,-0.000658,4.39135678112507,4.13185948133469,
344,-0.000657,4.19035175442696,3.93085445463657,
345,-0.000656,4.59236180782318,3.93085445463657,
346,-0.000655,4.19035175442696,3.93085445463657,
347,-0.000654,4.39135678112507,4.13185948133469,
348,-0.000653,4.19035175442696,4.13185948133469,
349,-0.000652,4.39135678112507,3.93085445463657,
350,-0.000651,4.19035175442696,3.93085445463657,
351,-0.00065,4.19035175442696,3.93085445463657,
352,-0.000649,4.19035175442696,4.13185948133469,
353,-0.000648,4.19035175442696,3.93085445463657,
354,-0.000647,4.19035175442696,3.93085445463657,
355,-0.000646,4.19035175442696,4.13185948133469,
356,-0.000645,4.19035175442696,4.13185948133469,
357,-0.000644,4.19035175442696,4.13185948133469,
358,-0.000643,4.19035175442696,4.13185948133469,
359,-0.000642,3.98934672772884,3.93085445463657,
360,-0.000641,3.98934672772884,3.93085445463657,
361,-0.00064,4.19035175442696,4.13185948133469,
362,-0.000639,3.98934672772884,4.13185948133469,
363,-0.000638,3.98934672772884,3.93085445463657,
364,-0.000637,3.98934672772884,4.13185948133469,
365,-0.000636,3.98934672772884,3.93085445463657,
366,-0.000635,3.98934672772884,4.13185948133469,
367,-0.000634,3.98934672772884,4.13185948133469,
368,-0.000633,3.78834170103073,3.93085445463657,
369,-0.000632,3.78834170103073,4.13185948133469,
370,-0.000631,3.98934672772884,3.93085445463657,
371,-0.00063,3.98934672772884,4.13185948133469,
372,-0.000629,3.78834170103073,3.93085445463657,
373,-0.000628,3.98934672772884,3.93085445463657,
374,-0.000627,3.78834170103073,3.93085445463657,
375,-0.000626,3.58733667433262,3.93085445463657,
376,-0.000625,3.78834170103073,3.93085445463657,
377,-0.000624,3.78834170103073,3.93085445463657,
378,-0.000623,3.78834170103073,3.93085445463657,
379,-0.000622,3.78834170103073,4.13185948133469,
380,-0.000621,3.58733667433262,3.93085445463657,
381,-0.00062,3.58733667433262,3.93085445463657,
382,-0.000619,3.38633164763451,3.93085445463657,
383,-0.000618,3.58733667433262,3.93085445463657,
384,-0.000617,3.58733667433262,3.93085445463657,
385,-0.000616,3.58733667433262,3.93085445463657,
386,-0.000615,3.58733667433262,3.93085445463657,
387,-0.000614,3.58733667433262,4.13185948133469,
388,-0.000613,3.38633164763451,3.93085445463657,
389,-0.000612,3.58733667433262,4.13185948133469,
390,-0.000611,3.38633164763451,3.93085445463657,
391,-0.00061,3.58733667433262,3.72984942793846,
392,-0.000609,3.58733667433262,3.93085445463657,
393,-0.000608,3.38633164763451,3.72984942793846,
394,-0.000607,3.38633164763451,3.72984942793846,
395,-0.000606,3.38633164763451,3.93085445463657,
396,-0.000605,3.38633164763451,3.72984942793846,
397,-0.000604,3.38633164763451,3.72984942793846,
398,-0.000603,3.18532662093639,3.93085445463657,
399,-0.000602,3.18532662093639,3.93085445463657,
400,-0.000601,3.18532662093639,3.72984942793846,
401,-0.0006,3.18532662093639,3.72984942793846,
402,-0.000599,3.18532662093639,3.93085445463657,
403,-0.000598,3.38633164763451,3.72984942793846,
404,-0.000597,2.98432159423828,3.72984942793846,
405,-0.000596,2.98432159423828,3.72984942793846,
406,-0.000595,2.98432159423828,3.72984942793846,
407,-0.000594,2.98432159423828,3.93085445463657,
408,-0.000593,2.98432159423828,3.72984942793846,
409,-0.000592,2.98432159423828,3.72984942793846,
410,-0.000591,2.98432159423828,3.72984942793846,
411,-0.00059,3.18532662093639,3.72984942793846,
412,-0.000589,2.78331656754017,3.72984942793846,
413,-0.000588,2.98432159423828,3.72984942793846,
414,-0.000587,2.98432159423828,3.93085445463657,
415,-0.000586,2.78331656754017,3.72984942793846,
416,-0.000585,2.98432159423828,3.72984942793846,
417,-0.000584,2.78331656754017,3.52884440124035,
418,-0.000583,2.78331656754017,3.52884440124035,
419,-0.000582,2.78331656754017,3.72984942793846,
420,-0.000581,2.78331656754017,3.52884440124035,
421,-0.00058,2.78331656754017,3.72984942793846,
422,-0.000579,2.58231154084206,3.52884440124035,
423,-0.000578,2.58231154084206,3.52884440124035,
424,-0.000577,2.78331656754017,3.52884440124035,
425,-0.000576,2.58231154084206,3.52884440124035,
426,-0.000575,2.58231154084206,3.72984942793846,
427,-0.000574,2.58231154084206,3.72984942793846,
428,-0.000573,2.58231154084206,3.52884440124035,
429,-0.000572,2.58231154084206,3.52884440124035,
430,-0.000571,2.58231154084206,3.72984942793846,
431,-0.00057,2.38130651414394,3.52884440124035,
432,-0.000569,2.58231154084206,3.52884440124035,
433,-0.000568,2.38130651414394,3.52884440124035,
434,-0.000567,2.38130651414394,3.52884440124035,
435,-0.000566,2.18030148744583,3.32783937454224,
436,-0.000565,2.38130651414394,3.52884440124035,
437,-0.000564,2.38130651414394,3.32783937454224,
438,-0.000563,2.18030148744583,3.32783937454224,
439,-0.000562,2.38130651414394,3.52884440124035,
440,-0.000561,2.18030148744583,3.32783937454224,
441,-0.00056,2.18030148744583,3.32783937454224,
442,-0.000559,2.18030148744583,3.52884440124035,
443,-0.000558,2.18030148744583,3.32783937454224,
444,-0.000557,2.18030148744583,3.32783937454224,
445,-0.000556,2.18030148744583,3.12683434784412,
446,-0.000555,1.97929646074772,3.32783937454224,
447,-0.000554,1.97929646074772,3.32783937454224,
448,-0.000553,1.97929646074772,3.12683434784412,
449,-0.000552,2.18030148744583,3.12683434784412,
450,-0.000551,1.97929646074772,3.32783937454224,
451,-0.00055,1.77829143404961,3.12683434784412,
452,-0.000549,1.97929646074772,3.12683434784412,
453,-0.000548,1.97929646074772,3.12683434784412,
454,-0.000547,1.77829143404961,3.12683434784412,
455,-0.000546,1.77829143404961,3.12683434784412,
456,-0.000545,1.97929646074772,2.92582932114601,
457,-0.000544,1.77829143404961,3.12683434784412,
458,-0.000543,1.77829143404961,3.12683434784412,
459,-0.000542,1.77829143404961,3.12683434784412,
460,-0.000541,1.57728640735149,2.92582932114601,
461,-0.00054,1.57728640735149,2.92582932114601,
462,-0.000539,1.57728640735149,3.12683434784412,
463,-0.000538,1.57728640735149,3.12683434784412,
464,-0.000537,1.57728640735149,3.12683434784412,
465,-0.000536,1.57728640735149,2.92582932114601,
466,-0.000535,1.37628138065338,3.12683434784412,
467,-0.000534,1.57728640735149,3.12683434784412,
468,-0.000533,1.57728640735149,2.92582932114601,
469,-0.000532,1.37628138065338,2.92582932114601,
470,-0.000531,1.37628138065338,2.92582932114601,
471,-0.00053,1.37628138065338,2.92582932114601,
472,-0.000529,1.37628138065338,2.7248242944479,
473,-0.000528,1.37628138065338,2.7248242944479,
474,-0.000527,1.37628138065338,2.7248242944479,
475,-0.000526,1.17527635395527,2.7248242944479,
476,-0.000525,1.17527635395527,2.7248242944479,
477,-0.000524,0.974271327257156,2.7248242944479,
478,-0.000523,1.17527635395527,2.7248242944479,
479,-0.000522,1.17527635395527,2.7248242944479,
480,-0.000521,0.974271327257156,2.7248242944479,
481,-0.00052,0.974271327257156,2.7248242944479,
482,-0.000519,0.974271327257156,2.52381926774979,
483,-0.000518,0.773266300559044,2.7248242944479,
484,-0.000517,0.974271327257156,2.7248242944479,
485,-0.000516,0.773266300559044,2.52381926774979,
486,-0.000515,0.974271327257156,2.52381926774979,
487,-0.000514,0.773266300559044,2.52381926774979,
488,-0.000513,0.974271327257156,2.52381926774979,
489,-0.000512,0.773266300559044,2.52381926774979,
490,-0.000511,0.773266300559044,2.52381926774979,
491,-0.00051,0.572261273860931,2.7248242944479,
492,-0.000509,0.572261273860931,2.7248242944479,
493,-0.000508,0.572261273860931,2.52381926774979,
494,-0.000507,0.572261273860931,2.52381926774979,
495,-0.000506,0.572261273860931,2.32281424105167,
496,-0.000505,0.572261273860931,2.52381926774979,
497,-0.000504,0.572261273860931,2.32281424105167,
498,-0.000503,0.371256247162819,2.32281424105167,
499,-0.000502,0.572261273860931,2.32281424105167,
500,-0.000501,0.371256247162819,2.32281424105167,
501,-0.0005,0.371256247162819,2.32281424105167,
502,-0.000499,0.371256247162819,2.32281424105167,
503,-0.000498,0.371256247162819,2.12180921435356,
504,-0.000497,0.371256247162819,2.12180921435356,
505,-0.000496,0.170251220464706,2.12180921435356,
506,-0.000495,0.170251220464706,2.12180921435356,
507,-0.000494,0.170251220464706,2.12180921435356,
508,-0.000493,0.371256247162819,2.12180921435356,
509,-0.000492,0.170251220464706,2.12180921435356,
510,-0.000491,-0.0307538062334061,2.12180921435356,
511,-0.00049,0.170251220464706,2.32281424105167,
512,-0.000489,-0.0307538062334061,2.12180921435356,
513,-0.000488,0.170251220464706,2.12180921435356,
514,-0.000487,0.170251220464706,2.32281424105167,
515,-0.000486,-0.0307538062334061,1.92080418765545,
516,-0.000485,-0.0307538062334061,1.71979916095734,
517,-0.000484,-0.0307538062334061,1.92080418765545,
518,-0.000483,-0.231758832931519,1.92080418765545,
519,-0.000482,-0.0307538062334061,1.92080418765545,
520,-0.000481,-0.0307538062334061,1.92080418765545,
521,-0.00048,-0.0307538062334061,2.12180921435356,
522,-0.000479,-0.231758832931519,1.71979916095734,
523,-0.000478,-0.231758832931519,1.71979916095734,
524,-0.000477,-0.432763859629631,1.71979916095734,
525,-0.000476,-0.432763859629631,1.71979916095734,
526,-0.000475,-0.231758832931519,1.71979916095734,
527,-0.000474,-0.633768886327744,1.71979916095734,
528,-0.000473,-0.432763859629631,1.71979916095734,
529,-0.000472,-0.432763859629631,1.71979916095734,
530,-0.000471,-0.432763859629631,1.71979916095734,
531,-0.00047,-0.231758832931519,1.71979916095734,
532,-0.000469,-0.432763859629631,1.71979916095734,
533,-0.000468,-0.633768886327744,1.71979916095734,
534,-0.000467,-0.432763859629631,1.51879413425922,
535,-0.000466,-0.633768886327744,1.51879413425922,
536,-0.000465,-0.633768886327744,1.51879413425922,
537,-0.000464,-0.834773913025856,1.51879413425922,
538,-0.000463,-0.633768886327744,1.51879413425922,
539,-0.000462,-0.633768886327744,1.51879413425922,
540,-0.000461,-0.834773913025856,1.51879413425922,
541,-0.00046,-0.834773913025856,1.51879413425922,
542,-0.000459,-0.834773913025856,1.51879413425922,
543,-0.000458,-0.834773913025856,1.31778910756111,
544,-0.000457,-1.03577893972397,1.51879413425922,
545,-0.000456,-0.834773913025856,1.31778910756111,
