time;V(/vout);
0.0686539;0.0526761;
0.0687259;0.0508133;
0.0687979;0.0490164;
0.0688699;0.047283;
0.0689419;0.0456109;
0.0690139;0.0439979;
0.0690859;0.042442;
0.0691579;0.0409411;
0.0692299;0.0394933;
0.0693019;0.0380967;
0.0693739;0.0367495;
0.0694459;0.0354499;
0.0695179;0.0341962;
0.0695899;0.0329869;
0.0696619;0.0318204;
0.0697339;0.0306951;
0.0698059;0.0296096;
0.0698779;0.0285625;
0.0699499;0.0275525;
0.0700219;0.0265781;
0.0700939;0.0256382;
0.0701659;0.0247316;
0.0702379;0.023857;
0.0703099;0.0230133;
0.0703819;0.0221995;
0.0704539;0.0214144;
0.0705259;0.0206571;
0.0705979;0.0199266;
0.0706699;0.019222;
0.0707419;0.0185422;
0.0708139;0.0178865;
0.0708859;0.017254;
0.0709579;0.0166438;
0.0710299;0.0160552;
0.0711019;0.0154874;
0.0711739;0.0149398;
0.0712459;0.0144114;
0.0713179;0.0139018;
0.0713899;0.0134102;
0.0714619;0.012936;
0.0715339;0.0124785;
0.0716059;0.0120372;
0.0716779;0.0116115;
0.0717499;0.0112009;
0.0718219;0.0108048;
0.0718939;0.0104227;
0.0719659;0.0100541;
0.072;0.00988415;
