time;V(/vd);V(/vrsh);
0.118909;-6.17151;-0.0156892;
0.118912;-6.16763;-0.0146161;
0.118915;-6.1636;-0.0135564;
0.118918;-6.1594;-0.012512;
0.118921;-6.15499;-0.0114848;
0.118924;-6.15037;-0.0104772;
0.118927;-6.14551;-0.00949196;
0.11893;-6.14037;-0.0085322;
0.118933;-6.13491;-0.00760161;
0.118936;-6.1291;-0.00670444;
0.118939;-6.12288;-0.00584559;
0.118942;-6.1162;-0.00503055;
0.118945;-6.109;-0.00426546;
0.118948;-6.10122;-0.00355685;
0.118951;-6.09278;-0.00291132;
0.118954;-6.08363;-0.00233494;
0.118957;-6.07372;-0.00183242;
0.11896;-6.06302;-0.00140612;
0.118963;-6.05155;-0.00105518;
0.118966;-6.03935;-0.000775207;
0.118969;-6.02649;-0.000558639;
0.118972;-6.01307;-0.000395829;
0.118975;-5.9992;-0.00027644;
0.118978;-5.98497;-0.000190674;
0.118981;-5.97047;-0.000130052;
0.118984;-5.95576;-8.77316e-05;
0.118987;-5.9409;-5.84569e-05;
0.11899;-5.92593;-3.83419e-05;
0.118993;-5.91088;-2.45876e-05;
0.118996;-5.89576;-1.52152e-05;
0.118999;-5.88058;-8.84453e-06;
0.119002;-5.86537;-4.52178e-06;
0.119005;-5.85012;-1.59214e-06;
0.119008;-5.83485;3.92032e-07;
0.119011;-5.81954;1.73547e-06;
0.119014;-5.80421;2.64539e-06;
0.119017;-5.78886;3.26217e-06;
0.11902;-5.77348;3.68103e-06;
0.119023;-5.75808;3.96626e-06;
0.119026;-5.74266;4.16144e-06;
0.119029;-5.72722;4.29586e-06;
0.119032;-5.71176;4.38943e-06;
0.119035;-5.69628;4.45543e-06;
0.119038;-5.68078;4.50295e-06;
0.119041;-5.66526;4.53798e-06;
0.119044;-5.64971;4.56469e-06;
0.119047;-5.63415;4.58576e-06;
0.11905;-5.61857;4.60309e-06;
0.119053;-5.60296;4.61326e-06;
0.119056;-5.58734;4.62291e-06;
0.119059;-5.5717;4.63259e-06;
0.119062;-5.55604;4.64226e-06;
0.119065;-5.54035;4.65196e-06;
0.119068;-5.52465;4.66165e-06;
0.119071;-5.50893;4.67138e-06;
0.119074;-5.49319;4.68109e-06;
0.119077;-5.47743;4.69084e-06;
0.11908;-5.46165;4.70057e-06;
0.119083;-5.44585;4.71034e-06;
0.119086;-5.43003;4.72009e-06;
0.119089;-5.41419;4.72989e-06;
0.119092;-5.39833;4.73966e-06;
0.119095;-5.38246;4.74948e-06;
0.119098;-5.36656;4.75928e-06;
0.119101;-5.35065;4.76912e-06;
0.119104;-5.33471;4.77895e-06;
0.119107;-5.31876;4.78881e-06;
0.11911;-5.30279;4.79866e-06;
0.119113;-5.2868;4.80855e-06;
0.119116;-5.27079;4.81843e-06;
0.119119;-5.25476;4.82834e-06;
0.119122;-5.23871;4.83824e-06;
0.119125;-5.22265;4.84818e-06;
0.119128;-5.20657;4.85811e-06;
0.119131;-5.19046;4.86807e-06;
0.119134;-5.17434;4.87803e-06;
0.119137;-5.1582;4.88802e-06;
0.11914;-5.14205;4.898e-06;
0.119143;-5.12587;4.90802e-06;
0.119146;-5.10968;4.91803e-06;
0.119149;-5.09346;4.92808e-06;
0.119152;-5.07723;4.93812e-06;
0.119155;-5.06099;4.94819e-06;
0.119158;-5.04472;4.95826e-06;
0.119161;-5.02844;4.96837e-06;
0.119164;-5.01213;4.97847e-06;
0.119167;-4.99581;4.9886e-06;
0.11917;-4.97948;4.99873e-06;
0.119173;-4.96312;5.00889e-06;
0.119176;-4.94675;5.01906e-06;
0.119179;-4.93036;5.02925e-06;
0.119182;-4.91395;5.03944e-06;
0.119185;-4.89752;5.04967e-06;
0.119188;-4.88108;5.0599e-06;
0.119191;-4.86462;5.07016e-06;
0.119194;-4.84814;5.08042e-06;
0.119197;-4.83165;5.09071e-06;
0.1192;-4.81514;5.101e-06;
0.119203;-4.79861;5.11133e-06;
0.119206;-4.78206;5.12166e-06;
0.119209;-4.7655;5.13202e-06;
0.119212;-4.74892;5.14238e-06;
0.119215;-4.73232;5.15278e-06;
0.119218;-4.71571;5.16318e-06;
0.119221;-4.69908;5.17361e-06;
0.119224;-4.68243;5.18405e-06;
0.119227;-4.66577;5.19452e-06;
0.11923;-4.64909;5.20499e-06;
0.119233;-4.63239;5.2155e-06;
0.119236;-4.61568;5.22602e-06;
0.119239;-4.59895;5.23656e-06;
0.119242;-4.5822;5.24712e-06;
0.119245;-4.56544;5.2577e-06;
0.119248;-4.54866;5.2683e-06;
0.119251;-4.53187;5.27892e-06;
0.119254;-4.51506;5.28956e-06;
0.119257;-4.49823;5.30023e-06;
0.11926;-4.48139;5.3109e-06;
0.119263;-4.46453;5.32161e-06;
0.119266;-4.44765;5.33233e-06;
0.119269;-4.43076;5.34309e-06;
0.119272;-4.41386;5.35385e-06;
0.119275;-4.39693;5.36465e-06;
0.119278;-4.38;5.37546e-06;
0.119281;-4.36304;5.3863e-06;
0.119284;-4.34607;5.39716e-06;
0.119287;-4.32909;5.40805e-06;
0.11929;-4.31209;5.41895e-06;
0.119293;-4.29508;5.42989e-06;
0.119296;-4.27805;5.44084e-06;
0.119299;-4.261;5.45183e-06;
0.119302;-4.24394;5.46283e-06;
0.119305;-4.22687;5.47386e-06;
0.119308;-4.20978;5.48491e-06;
0.119311;-4.19267;5.496e-06;
0.119314;-4.17555;5.5071e-06;
0.119317;-4.15842;5.51824e-06;
0.11932;-4.14127;5.52939e-06;
0.119323;-4.1241;5.54058e-06;
0.119326;-4.10692;5.55179e-06;
0.119329;-4.08973;5.56304e-06;
0.119332;-4.07252;5.5743e-06;
0.119335;-4.0553;5.5856e-06;
0.119338;-4.03806;5.59692e-06;
0.119341;-4.02081;5.60828e-06;
0.119344;-4.00354;5.61966e-06;
0.119347;-3.98626;5.63107e-06;
0.11935;-3.96897;5.64251e-06;
0.119353;-3.95166;5.65399e-06;
0.119356;-3.93434;5.66548e-06;
0.119359;-3.917;5.67702e-06;
0.119362;-3.89965;5.68858e-06;
0.119365;-3.88229;5.70018e-06;
0.119368;-3.86491;5.7118e-06;
0.119371;-3.84752;5.72347e-06;
0.119374;-3.83011;5.73515e-06;
0.119377;-3.81269;5.74688e-06;
0.11938;-3.79526;5.75864e-06;
0.119383;-3.77782;5.77043e-06;
0.119386;-3.76036;5.78225e-06;
0.119389;-3.74288;5.79412e-06;
0.119392;-3.7254;5.80601e-06;
0.119395;-3.7079;5.81794e-06;
0.119398;-3.69039;5.82991e-06;
0.119401;-3.67286;5.84191e-06;
0.119404;-3.65532;5.85395e-06;
0.119407;-3.63777;5.86603e-06;
0.11941;-3.62021;5.87814e-06;
0.119413;-3.60263;5.89029e-06;
0.119416;-3.58504;5.90248e-06;
0.119419;-3.56744;5.91471e-06;
0.119422;-3.54982;5.92698e-06;
0.119425;-3.53219;5.93929e-06;
0.119428;-3.51455;5.95164e-06;
0.119431;-3.4969;5.96403e-06;
0.119434;-3.47923;5.97646e-06;
0.119437;-3.46155;5.98894e-06;
0.11944;-3.44386;6.00145e-06;
0.119443;-3.42616;6.01401e-06;
0.119446;-3.40845;6.02661e-06;
0.119449;-3.39072;6.03926e-06;
0.119452;-3.37298;6.05195e-06;
0.119455;-3.35523;6.06469e-06;
0.119458;-3.33747;6.07747e-06;
0.119461;-3.31969;6.0903e-06;
0.119464;-3.30191;6.10318e-06;
0.119467;-3.28411;6.1161e-06;
0.11947;-3.2663;6.12907e-06;
0.119473;-3.24848;6.1421e-06;
0.119476;-3.23064;6.15516e-06;
0.119479;-3.2128;6.16829e-06;
0.119482;-3.19494;6.18146e-06;
0.119485;-3.17708;6.19468e-06;
0.119488;-3.1592;6.20795e-06;
0.119491;-3.14131;6.22128e-06;
0.119494;-3.12341;6.23466e-06;
0.119497;-3.1055;6.2481e-06;
0.1195;-3.08757;6.26158e-06;
0.119503;-3.06964;6.27513e-06;
0.119506;-3.05169;6.28873e-06;
0.119509;-3.03374;6.30239e-06;
0.119512;-3.01577;6.3161e-06;
0.119515;-2.99779;6.32988e-06;
0.119518;-2.97981;6.34371e-06;
0.119521;-2.96181;6.35761e-06;
0.119524;-2.9438;6.37156e-06;
0.119527;-2.92578;6.38558e-06;
0.11953;-2.90775;6.39966e-06;
0.119533;-2.88971;6.41381e-06;
0.119536;-2.87166;6.42801e-06;
0.119539;-2.8536;6.44229e-06;
0.119542;-2.83553;6.45663e-06;
0.119545;-2.81745;6.47104e-06;
0.119548;-2.79936;6.48551e-06;
0.119551;-2.78126;6.50005e-06;
0.119554;-2.76315;6.51467e-06;
0.119557;-2.74502;6.52935e-06;
0.11956;-2.72689;6.54411e-06;
0.119563;-2.70875;6.55894e-06;
0.119566;-2.6906;6.57385e-06;
0.119569;-2.67245;6.58883e-06;
0.119572;-2.65428;6.60388e-06;
0.119575;-2.6361;6.61902e-06;
0.119578;-2.61791;6.63423e-06;
0.119581;-2.59972;6.64952e-06;
0.119584;-2.58151;6.66489e-06;
0.119587;-2.56329;6.68035e-06;
0.11959;-2.54507;6.69589e-06;
0.119593;-2.52684;6.71151e-06;
0.119596;-2.50859;6.72722e-06;
0.119599;-2.49034;6.74301e-06;
0.119602;-2.47208;6.7589e-06;
0.119605;-2.45381;6.77487e-06;
0.119608;-2.43554;6.79093e-06;
0.119611;-2.41725;6.80709e-06;
0.119614;-2.39896;6.82334e-06;
0.119617;-2.38065;6.83969e-06;
0.11962;-2.36234;6.85613e-06;
0.119623;-2.34402;6.87268e-06;
0.119626;-2.32569;6.88932e-06;
0.119629;-2.30736;6.90606e-06;
0.119632;-2.28901;6.92291e-06;
0.119635;-2.27066;6.93986e-06;
0.119638;-2.2523;6.95691e-06;
0.119641;-2.23393;6.97408e-06;
0.119644;-2.21555;6.99135e-06;
0.119647;-2.19717;7.00874e-06;
0.11965;-2.17877;7.02624e-06;
0.119653;-2.16037;7.04386e-06;
0.119656;-2.14196;7.06159e-06;
0.119659;-2.12355;7.07944e-06;
0.119662;-2.10513;7.09742e-06;
0.119665;-2.0867;7.11551e-06;
0.119668;-2.06826;7.13374e-06;
0.119671;-2.04981;7.15208e-06;
0.119674;-2.03136;7.17056e-06;
0.119677;-2.0129;7.18917e-06;
0.11968;-1.99443;7.20792e-06;
0.119683;-1.97596;7.2268e-06;
0.119686;-1.95748;7.24582e-06;
0.119689;-1.93899;7.26498e-06;
0.119692;-1.92049;7.28428e-06;
0.119695;-1.90199;7.30374e-06;
0.119698;-1.88348;7.32333e-06;
0.119701;-1.86497;7.34309e-06;
0.119704;-1.84644;7.36299e-06;
0.119707;-1.82792;7.38305e-06;
0.11971;-1.80938;7.40328e-06;
0.119713;-1.79084;7.42366e-06;
0.119716;-1.77229;7.44421e-06;
0.119719;-1.75374;7.46493e-06;
0.119722;-1.73518;7.48583e-06;
0.119725;-1.71661;7.50689e-06;
0.119728;-1.69804;7.52814e-06;
0.119731;-1.67946;7.54957e-06;
0.119734;-1.66088;7.57118e-06;
0.119737;-1.64228;7.59299e-06;
0.11974;-1.62369;7.61498e-06;
0.119743;-1.60509;7.63718e-06;
0.119746;-1.58648;7.65957e-06;
0.119749;-1.56787;7.68217e-06;
0.119752;-1.54925;7.70498e-06;
0.119755;-1.53062;7.728e-06;
0.119758;-1.51199;7.75124e-06;
0.119761;-1.49336;7.7747e-06;
0.119764;-1.47472;7.79839e-06;
0.119767;-1.45607;7.82231e-06;
0.11977;-1.43742;7.84646e-06;
0.119773;-1.41876;7.87086e-06;
0.119776;-1.4001;7.8955e-06;
0.119779;-1.38144;7.92039e-06;
0.119782;-1.36276;7.94554e-06;
0.119785;-1.34409;7.97096e-06;
0.119788;-1.32541;7.99664e-06;
0.119791;-1.30672;8.02259e-06;
0.119794;-1.28803;8.04883e-06;
0.119797;-1.26934;8.07535e-06;
0.1198;-1.25064;8.10217e-06;
0.119803;-1.23194;8.12929e-06;
0.119806;-1.21323;8.15671e-06;
0.119809;-1.19452;8.18445e-06;
0.119812;-1.1758;8.21251e-06;
0.119815;-1.15708;8.2409e-06;
0.119818;-1.13835;8.26963e-06;
0.119821;-1.11962;8.2987e-06;
0.119824;-1.10089;8.32813e-06;
0.119827;-1.08216;8.35792e-06;
0.11983;-1.06341;8.38808e-06;
0.119833;-1.04467;8.41863e-06;
0.119836;-1.02592;8.44956e-06;
0.119839;-1.00717;8.4809e-06;
0.119842;-0.988416;8.51265e-06;
0.119845;-0.969657;8.54482e-06;
0.119848;-0.950895;8.57742e-06;
0.119851;-0.932129;8.61047e-06;
0.119854;-0.913361;8.64398e-06;
0.119857;-0.894589;8.67795e-06;
0.11986;-0.875813;8.71241e-06;
0.119863;-0.857035;8.74737e-06;
0.119866;-0.838254;8.78283e-06;
0.119869;-0.819469;8.81882e-06;
0.119872;-0.800682;8.85535e-06;
0.119875;-0.781892;8.89244e-06;
0.119878;-0.763099;8.9301e-06;
0.119881;-0.744303;8.96835e-06;
0.119884;-0.725505;9.00721e-06;
0.119887;-0.706704;9.04669e-06;
0.11989;-0.687901;9.08682e-06;
0.119893;-0.669095;9.12761e-06;
0.119896;-0.650287;9.1691e-06;
0.119899;-0.631477;9.21129e-06;
0.119902;-0.612664;9.25421e-06;
0.119905;-0.59385;9.29789e-06;
0.119908;-0.575033;9.34236e-06;
0.119911;-0.556214;9.38763e-06;
0.119914;-0.537393;9.43374e-06;
0.119917;-0.51857;9.48072e-06;
0.11992;-0.499745;9.52859e-06;
0.119923;-0.480919;9.5774e-06;
0.119926;-0.462091;9.62717e-06;
0.119929;-0.443261;9.67793e-06;
0.119932;-0.42443;9.72974e-06;
0.119935;-0.405597;9.78262e-06;
0.119938;-0.386763;9.83663e-06;
0.119941;-0.367927;9.89179e-06;
0.119944;-0.34909;9.94817e-06;
0.119947;-0.330252;1.00058e-05;
0.11995;-0.311413;1.00648e-05;
0.119953;-0.292573;1.01251e-05;
0.119956;-0.273731;1.01868e-05;
0.119959;-0.254889;1.02501e-05;
0.119962;-0.236046;1.03149e-05;
0.119965;-0.217202;1.03813e-05;
0.119968;-0.198357;1.04495e-05;
0.119971;-0.179511;1.05194e-05;
0.119974;-0.160665;1.05913e-05;
0.119977;-0.141819;1.06651e-05;
0.11998;-0.122971;1.07411e-05;
0.119983;-0.104124;1.08195e-05;
0.119986;-0.085276;1.09004e-05;
0.119989;-0.0664278;1.0984e-05;
0.119992;-0.0475794;1.10709e-05;
0.119995;-0.0287309;1.11615e-05;
0.119998;-0.00988236;1.12566e-05;
0.120001;0.00896618;1.13576e-05;
0.120004;0.0278146;1.14662e-05;
0.120007;0.0466628;1.15856e-05;
0.12001;0.0655107;1.17206e-05;
0.120013;0.0843582;1.18788e-05;
0.120016;0.103205;1.20728e-05;
0.120019;0.122051;1.23226e-05;
0.120022;0.140895;1.26605e-05;
0.120025;0.159738;1.31393e-05;
0.120028;0.178578;1.38439e-05;
0.120031;0.197413;1.49124e-05;
0.120034;0.216242;1.65686e-05;
0.120037;0.235061;1.91745e-05;
0.12004;0.253863;2.33156e-05;
0.120043;0.27264;2.99355e-05;
0.120046;0.291376;4.05478e-05;
0.120049;0.310047;5.75624e-05;
0.120052;0.328615;8.47682e-05;
0.120055;0.347021;0.000128006;
0.120058;0.365179;0.000196006;
0.120061;0.382963;0.00030121;
0.120064;0.400209;0.000460112;
0.120067;0.416719;0.000692432;
0.12007;0.43229;0.00101848;
0.120073;0.446754;0.00145511;
0.120076;0.460014;0.00201202;
0.120079;0.472049;0.00269118;
0.120082;0.482942;0.00348437;
0.120085;0.492796;0.0043813;
0.120088;0.501739;0.00536919;
0.120091;0.509897;0.00643533;
0.120094;0.517385;0.00756823;
0.120097;0.524304;0.00875786;
0.1201;0.530738;0.00999583;
0.120103;0.536756;0.0112751;
0.120106;0.542418;0.0125898;
0.120109;0.547771;0.0139351;
0.120112;0.552856;0.015307;
0.120115;0.557706;0.0167021;
0.120118;0.56235;0.0181176;
0.120121;0.56681;0.0195512;
0.120124;0.571108;0.0210007;
0.120127;0.57526;0.0224646;
0.12013;0.57928;0.0239413;
0.120133;0.583183;0.0254295;
0.120136;0.586979;0.0269281;
0.120139;0.590676;0.0284362;
0.120142;0.594285;0.0299529;
0.120145;0.597812;0.0314775;
0.120148;0.601264;0.0330092;
0.120151;0.604647;0.0345475;
0.120154;0.607965;0.0360919;
0.120157;0.611224;0.0376419;
0.12016;0.614428;0.0391971;
0.120163;0.61758;0.0407571;
0.120166;0.620684;0.0423216;
0.120169;0.623744;0.0438901;
0.120172;0.62676;0.0454625;
0.120175;0.629737;0.0470385;
0.120178;0.632677;0.0486179;
0.120181;0.635581;0.0502004;
0.120184;0.638452;0.0517858;
0.120187;0.641292;0.0533739;
0.12019;0.644102;0.0549647;
0.120193;0.646883;0.0565578;
0.120196;0.649637;0.0581532;
0.120199;0.652366;0.0597507;
0.120202;0.655071;0.0613502;
0.120205;0.657752;0.0629516;
0.120208;0.660411;0.0645547;
0.120211;0.663049;0.0661595;
0.120214;0.665666;0.0677659;
0.120217;0.668264;0.0693737;
0.12022;0.670843;0.0709829;
0.120223;0.673405;0.0725934;
0.120226;0.675949;0.0742052;
0.120229;0.678477;0.075818;
0.120232;0.680989;0.077432;
0.120235;0.683485;0.079047;
0.120238;0.685967;0.0806629;
0.120241;0.688435;0.0822797;
0.120244;0.690889;0.0838974;
0.120247;0.69333;0.0855158;
0.12025;0.695757;0.0871349;
0.120253;0.698173;0.0887548;
0.120256;0.700576;0.0903753;
0.120259;0.702968;0.0919963;
0.120262;0.705349;0.0936179;
0.120265;0.707719;0.0952401;
0.120268;0.710078;0.0968626;
0.120271;0.712427;0.0984857;
0.120274;0.714765;0.100109;
0.120277;0.717095;0.101733;
0.12028;0.719414;0.103357;
0.120283;0.721725;0.104981;
0.120286;0.724027;0.106606;
0.120289;0.72632;0.108231;
0.120292;0.728604;0.109856;
0.120295;0.730881;0.111481;
0.120298;0.733149;0.113107;
0.120301;0.735409;0.114732;
0.120304;0.737662;0.116358;
0.120307;0.739907;0.117984;
0.12031;0.742145;0.119609;
0.120313;0.744376;0.121235;
0.120316;0.7466;0.122861;
0.120319;0.748817;0.124487;
0.120322;0.751028;0.126112;
0.120325;0.753232;0.127738;
0.120328;0.755429;0.129364;
0.120331;0.75762;0.130989;
0.120334;0.759805;0.132614;
0.120337;0.761984;0.13424;
0.12034;0.764158;0.135865;
0.120343;0.766325;0.13749;
0.120346;0.768487;0.139114;
0.120349;0.770643;0.140739;
0.120352;0.772793;0.142363;
0.120355;0.774939;0.143987;
0.120358;0.777079;0.145611;
0.120361;0.779214;0.147234;
0.120364;0.781343;0.148857;
0.120367;0.783468;0.15048;
0.12037;0.785588;0.152103;
0.120373;0.787703;0.153725;
0.120376;0.789813;0.155347;
0.120379;0.791918;0.156968;
0.120382;0.794019;0.15859;
0.120385;0.796115;0.16021;
0.120388;0.798207;0.161831;
0.120391;0.800295;0.163451;
0.120394;0.802378;0.16507;
0.120397;0.804456;0.166689;
0.1204;0.806531;0.168308;
0.120403;0.808601;0.169926;
0.120406;0.810667;0.171543;
0.120409;0.812729;0.173161;
0.120412;0.814787;0.174777;
0.120415;0.816841;0.176393;
0.120418;0.818891;0.178009;
0.120421;0.820938;0.179624;
0.120424;0.82298;0.181239;
0.120427;0.825019;0.182853;
0.12043;0.827054;0.184466;
0.120433;0.829085;0.186079;
0.120436;0.831112;0.187691;
0.120439;0.833136;0.189303;
0.120442;0.835157;0.190914;
0.120445;0.837174;0.192524;
0.120448;0.839187;0.194134;
0.120451;0.841197;0.195743;
0.120454;0.843203;0.197352;
0.120457;0.845206;0.19896;
0.12046;0.847206;0.200567;
0.120463;0.849202;0.202173;
0.120466;0.851195;0.203779;
0.120469;0.853185;0.205384;
0.120472;0.855171;0.206988;
0.120475;0.857155;0.208592;
0.120478;0.859135;0.210195;
0.120481;0.861112;0.211797;
0.120484;0.863086;0.213399;
0.120487;0.865056;0.214999;
0.12049;0.867024;0.216599;
0.120493;0.868988;0.218199;
0.120496;0.87095;0.219797;
0.120499;0.872908;0.221395;
0.120502;0.874864;0.222991;
0.120505;0.876816;0.224587;
0.120508;0.878766;0.226183;
0.120511;0.880712;0.227777;
0.120514;0.882656;0.22937;
0.120517;0.884597;0.230963;
0.12052;0.886535;0.232555;
0.120523;0.88847;0.234146;
0.120526;0.890402;0.235736;
0.120529;0.892332;0.237325;
0.120532;0.894258;0.238914;
0.120535;0.896182;0.240501;
0.120538;0.898103;0.242088;
0.120541;0.900021;0.243673;
0.120544;0.901937;0.245258;
0.120547;0.90385;0.246842;
0.12055;0.90576;0.248425;
0.120553;0.907667;0.250007;
0.120556;0.909572;0.251588;
0.120559;0.911474;0.253168;
0.120562;0.913373;0.254747;
0.120565;0.91527;0.256326;
0.120568;0.917164;0.257903;
0.120571;0.919055;0.259479;
0.120574;0.920944;0.261054;
0.120577;0.92283;0.262629;
0.12058;0.924714;0.264202;
0.120583;0.926595;0.265774;
0.120586;0.928473;0.267345;
0.120589;0.930349;0.268915;
0.120592;0.932223;0.270485;
0.120595;0.934094;0.272053;
0.120598;0.935962;0.27362;
0.120601;0.937828;0.275186;
0.120604;0.939691;0.276751;
0.120607;0.941552;0.278315;
0.12061;0.94341;0.279878;
0.120613;0.945266;0.281439;
0.120616;0.947119;0.283;
0.120619;0.94897;0.28456;
0.120622;0.950818;0.286118;
0.120625;0.952664;0.287675;
0.120628;0.954507;0.289232;
0.120631;0.956348;0.290787;
0.120634;0.958187;0.292341;
0.120637;0.960023;0.293894;
0.12064;0.961856;0.295445;
0.120643;0.963687;0.296996;
0.120646;0.965516;0.298545;
0.120649;0.967342;0.300094;
0.120652;0.969166;0.301641;
0.120655;0.970988;0.303187;
0.120658;0.972807;0.304731;
0.120661;0.974624;0.306275;
0.120664;0.976438;0.307817;
0.120667;0.97825;0.309358;
0.12067;0.98006;0.310898;
0.120673;0.981867;0.312437;
0.120676;0.983672;0.313975;
0.120679;0.985474;0.315511;
0.120682;0.987274;0.317046;
0.120685;0.989072;0.31858;
0.120688;0.990867;0.320112;
0.120691;0.99266;0.321643;
0.120694;0.994451;0.323174;
0.120697;0.996239;0.324702;
0.1207;0.998025;0.32623;
0.120703;0.999809;0.327756;
0.120706;1.00159;0.329281;
0.120709;1.00337;0.330805;
0.120712;1.00515;0.332327;
0.120715;1.00692;0.333848;
0.120718;1.00869;0.335368;
0.120721;1.01046;0.336886;
0.120724;1.01223;0.338403;
0.120727;1.01399;0.339919;
0.12073;1.01576;0.341433;
0.120733;1.01752;0.342946;
0.120736;1.01927;0.344458;
0.120739;1.02103;0.345969;
0.120742;1.02278;0.347478;
0.120745;1.02453;0.348985;
0.120748;1.02628;0.350491;
0.120751;1.02803;0.351996;
0.120754;1.02977;0.3535;
0.120757;1.03152;0.355002;
0.12076;1.03325;0.356503;
0.120763;1.03499;0.358002;
0.120766;1.03673;0.3595;
0.120769;1.03846;0.360996;
0.120772;1.04019;0.362492;
0.120775;1.04192;0.363985;
0.120778;1.04364;0.365477;
0.120781;1.04537;0.366968;
0.120784;1.04709;0.368458;
0.120787;1.04881;0.369945;
0.12079;1.05052;0.371432;
0.120793;1.05224;0.372917;
0.120796;1.05395;0.3744;
0.120799;1.05566;0.375882;
0.120802;1.05736;0.377363;
0.120805;1.05907;0.378842;
0.120808;1.06077;0.38032;
0.120811;1.06247;0.381796;
0.120814;1.06417;0.38327;
0.120817;1.06587;0.384743;
0.12082;1.06756;0.386215;
0.120823;1.06925;0.387685;
0.120826;1.07094;0.389153;
0.120829;1.07262;0.39062;
0.120832;1.07431;0.392086;
0.120835;1.07599;0.39355;
0.120838;1.07767;0.395012;
0.120841;1.07935;0.396473;
0.120844;1.08102;0.397932;
0.120847;1.08269;0.39939;
0.12085;1.08436;0.400846;
0.120853;1.08603;0.4023;
0.120856;1.0877;0.403753;
0.120859;1.08936;0.405205;
0.120862;1.09102;0.406654;
0.120865;1.09268;0.408102;
0.120868;1.09434;0.409549;
0.120871;1.09599;0.410994;
0.120874;1.09764;0.412437;
0.120877;1.09929;0.413879;
0.12088;1.10094;0.415319;
0.120883;1.10258;0.416757;
0.120886;1.10422;0.418194;
0.120889;1.10586;0.419629;
0.120892;1.1075;0.421063;
0.120895;1.10914;0.422495;
0.120898;1.11077;0.423925;
0.120901;1.1124;0.425353;
0.120904;1.11403;0.42678;
0.120907;1.11565;0.428205;
0.12091;1.11728;0.429629;
0.120913;1.1189;0.431051;
0.120916;1.12052;0.432471;
0.120919;1.12213;0.433889;
0.120922;1.12375;0.435306;
0.120925;1.12536;0.436721;
0.120928;1.12697;0.438134;
0.120931;1.12857;0.439546;
0.120934;1.13018;0.440955;
0.120937;1.13178;0.442363;
0.12094;1.13338;0.44377;
0.120943;1.13498;0.445174;
0.120946;1.13657;0.446577;
0.120949;1.13817;0.447978;
0.120952;1.13976;0.449378;
0.120955;1.14134;0.450775;
0.120958;1.14293;0.452171;
0.120961;1.14451;0.453565;
0.120964;1.14609;0.454957;
0.120967;1.14767;0.456348;
0.12097;1.14925;0.457737;
0.120973;1.15082;0.459124;
0.120976;1.15239;0.460509;
0.120979;1.15396;0.461892;
0.120982;1.15553;0.463273;
0.120985;1.15709;0.464653;
0.120988;1.15865;0.466031;
0.120991;1.16021;0.467407;
0.120994;1.16177;0.468781;
0.120997;1.16332;0.470153;
0.121;1.16488;0.471524;
0.121003;1.16643;0.472893;
0.121006;1.16797;0.474259;
0.121009;1.16952;0.475624;
0.121012;1.17106;0.476987;
0.121015;1.1726;0.478349;
0.121018;1.17414;0.479708;
0.121021;1.17567;0.481065;
0.121024;1.1772;0.482421;
0.121027;1.17873;0.483775;
0.12103;1.18026;0.485126;
0.121033;1.18179;0.486476;
0.121036;1.18331;0.487824;
0.121039;1.18483;0.48917;
0.121042;1.18635;0.490515;
0.121045;1.18786;0.491857;
0.121048;1.18938;0.493197;
0.121051;1.19089;0.494536;
0.121054;1.19239;0.495872;
0.121057;1.1939;0.497207;
0.12106;1.1954;0.498539;
0.121063;1.1969;0.49987;
0.121066;1.1984;0.501198;
0.121069;1.1999;0.502525;
0.121072;1.20139;0.50385;
0.121075;1.20288;0.505173;
0.121078;1.20437;0.506494;
0.121081;1.20586;0.507812;
0.121084;1.20734;0.509129;
0.121087;1.20882;0.510444;
0.12109;1.2103;0.511757;
0.121093;1.21177;0.513068;
0.121096;1.21325;0.514377;
0.121099;1.21472;0.515684;
0.121102;1.21618;0.516988;
0.121105;1.21765;0.518291;
0.121108;1.21911;0.519592;
0.121111;1.22057;0.520891;
0.121114;1.22203;0.522188;
0.121117;1.22349;0.523482;
0.12112;1.22494;0.524775;
0.121123;1.22639;0.526066;
0.121126;1.22784;0.527354;
0.121129;1.22928;0.528641;
0.121132;1.23073;0.529925;
0.121135;1.23217;0.531208;
0.121138;1.23361;0.532488;
0.121141;1.23504;0.533766;
0.121144;1.23647;0.535042;
0.121147;1.2379;0.536317;
0.12115;1.23933;0.537589;
0.121153;1.24076;0.538858;
0.121156;1.24218;0.540126;
0.121159;1.2436;0.541392;
0.121162;1.24502;0.542656;
0.121165;1.24643;0.543917;
0.121168;1.24784;0.545176;
0.121171;1.24925;0.546434;
0.121174;1.25066;0.547689;
0.121177;1.25206;0.548942;
0.12118;1.25346;0.550193;
0.121183;1.25486;0.551441;
0.121186;1.25626;0.552688;
0.121189;1.25765;0.553932;
0.121192;1.25905;0.555175;
0.121195;1.26043;0.556415;
0.121198;1.26182;0.557653;
0.121201;1.2632;0.558888;
0.121204;1.26458;0.560122;
0.121207;1.26596;0.561353;
0.12121;1.26734;0.562583;
0.121213;1.26871;0.56381;
0.121216;1.27008;0.565035;
0.121219;1.27145;0.566257;
0.121222;1.27281;0.567478;
0.121225;1.27418;0.568696;
0.121228;1.27554;0.569912;
0.121231;1.27689;0.571126;
0.121234;1.27825;0.572338;
