time;V(/vd);V(/vrsh);
0.106249;-6.29774;-0.0770863;
0.106252;-6.29953;-0.0782397;
0.106255;-6.3013;-0.0793916;
0.106258;-6.30307;-0.080542;
0.106261;-6.30482;-0.0816909;
0.106264;-6.30657;-0.0828383;
0.106267;-6.30831;-0.0839842;
0.10627;-6.31003;-0.0851284;
0.106273;-6.31175;-0.0862711;
0.106276;-6.31346;-0.0874121;
0.106279;-6.31516;-0.0885515;
0.106282;-6.31685;-0.0896892;
0.106285;-6.31853;-0.0908252;
0.106288;-6.3202;-0.0919595;
0.106291;-6.32186;-0.0930921;
0.106294;-6.32352;-0.0942229;
0.106297;-6.32517;-0.095352;
0.1063;-6.32681;-0.0964793;
0.106303;-6.32844;-0.0976048;
0.106306;-6.33006;-0.0987284;
0.106309;-6.33168;-0.0998503;
0.106312;-6.33329;-0.10097;
0.106315;-6.33489;-0.102088;
0.106318;-6.33648;-0.103205;
0.106321;-6.33807;-0.104319;
0.106324;-6.33965;-0.105431;
0.106327;-6.34122;-0.106542;
0.10633;-6.34279;-0.107651;
0.106333;-6.34435;-0.108757;
0.106336;-6.3459;-0.109862;
0.106339;-6.34744;-0.110964;
0.106342;-6.34898;-0.112065;
0.106345;-6.35051;-0.113164;
0.106348;-6.35204;-0.114261;
0.106351;-6.35356;-0.115355;
0.106354;-6.35507;-0.116448;
0.106357;-6.35658;-0.117538;
0.10636;-6.35808;-0.118627;
0.106363;-6.35957;-0.119713;
0.106366;-6.36106;-0.120798;
0.106369;-6.36255;-0.12188;
0.106372;-6.36402;-0.12296;
0.106375;-6.36549;-0.124038;
0.106378;-6.36696;-0.125114;
0.106381;-6.36842;-0.126188;
0.106384;-6.36987;-0.12726;
0.106387;-6.37132;-0.128329;
0.10639;-6.37276;-0.129397;
0.106393;-6.3742;-0.130462;
0.106396;-6.37563;-0.131525;
0.106399;-6.37705;-0.132586;
0.106402;-6.37847;-0.133644;
0.106405;-6.37989;-0.134701;
0.106408;-6.3813;-0.135755;
0.106411;-6.3827;-0.136807;
0.106414;-6.3841;-0.137857;
0.106417;-6.38549;-0.138904;
0.10642;-6.38688;-0.13995;
0.106423;-6.38827;-0.140993;
0.106426;-6.38964;-0.142033;
0.106429;-6.39102;-0.143072;
0.106432;-6.39238;-0.144108;
0.106435;-6.39375;-0.145142;
0.106438;-6.39511;-0.146174;
0.106441;-6.39646;-0.147203;
0.106444;-6.39781;-0.14823;
0.106447;-6.39915;-0.149255;
0.10645;-6.40049;-0.150277;
0.106453;-6.40182;-0.151298;
0.106456;-6.40315;-0.152315;
0.106459;-6.40448;-0.153331;
0.106462;-6.40579;-0.154344;
0.106465;-6.40711;-0.155355;
0.106468;-6.40842;-0.156363;
0.106471;-6.40972;-0.157369;
0.106474;-6.41102;-0.158373;
0.106477;-6.41232;-0.159374;
0.10648;-6.41361;-0.160373;
0.106483;-6.4149;-0.16137;
0.106486;-6.41618;-0.162364;
0.106489;-6.41746;-0.163355;
0.106492;-6.41873;-0.164345;
0.106495;-6.42;-0.165332;
0.106498;-6.42126;-0.166316;
0.106501;-6.42252;-0.167298;
0.106504;-6.42378;-0.168278;
0.106507;-6.42503;-0.169255;
0.10651;-6.42628;-0.17023;
0.106513;-6.42752;-0.171202;
0.106516;-6.42875;-0.172172;
0.106519;-6.42999;-0.173139;
0.106522;-6.43122;-0.174104;
0.106525;-6.43244;-0.175066;
0.106528;-6.43366;-0.176026;
0.106531;-6.43488;-0.176984;
0.106534;-6.43609;-0.177939;
0.106537;-6.4373;-0.178891;
0.10654;-6.4385;-0.179841;
0.106543;-6.4397;-0.180789;
0.106546;-6.44089;-0.181734;
0.106549;-6.44208;-0.182676;
0.106552;-6.44327;-0.183616;
0.106555;-6.44445;-0.184554;
0.106558;-6.44563;-0.185489;
0.106561;-6.4468;-0.186421;
0.106564;-6.44797;-0.187351;
0.106567;-6.44914;-0.188278;
0.10657;-6.4503;-0.189203;
0.106573;-6.45145;-0.190125;
0.106576;-6.45261;-0.191045;
0.106579;-6.45376;-0.191962;
0.106582;-6.4549;-0.192876;
0.106585;-6.45604;-0.193788;
0.106588;-6.45718;-0.194698;
0.106591;-6.45831;-0.195605;
0.106594;-6.45944;-0.196509;
0.106597;-6.46056;-0.19741;
0.1066;-6.46168;-0.198309;
0.106603;-6.4628;-0.199206;
0.106606;-6.46391;-0.2001;
0.106609;-6.46502;-0.200991;
0.106612;-6.46612;-0.20188;
0.106615;-6.46722;-0.202766;
0.106618;-6.46832;-0.203649;
0.106621;-6.46941;-0.20453;
0.106624;-6.4705;-0.205408;
0.106627;-6.47158;-0.206283;
0.10663;-6.47267;-0.207156;
0.106633;-6.47374;-0.208026;
0.106636;-6.47481;-0.208894;
0.106639;-6.47588;-0.209759;
0.106642;-6.47695;-0.210621;
0.106645;-6.47801;-0.211481;
0.106648;-6.47906;-0.212338;
0.106651;-6.48012;-0.213192;
0.106654;-6.48117;-0.214044;
0.106657;-6.48221;-0.214893;
0.10666;-6.48325;-0.215739;
0.106663;-6.48429;-0.216583;
0.106666;-6.48532;-0.217424;
0.106669;-6.48635;-0.218262;
0.106672;-6.48738;-0.219097;
0.106675;-6.4884;-0.21993;
0.106678;-6.48942;-0.22076;
0.106681;-6.49043;-0.221588;
0.106684;-6.49144;-0.222412;
0.106687;-6.49245;-0.223234;
0.10669;-6.49345;-0.224054;
0.106693;-6.49445;-0.22487;
0.106696;-6.49544;-0.225684;
0.106699;-6.49643;-0.226495;
0.106702;-6.49742;-0.227304;
0.106705;-6.4984;-0.228109;
0.106708;-6.49938;-0.228912;
0.106711;-6.50036;-0.229712;
0.106714;-6.50133;-0.23051;
0.106717;-6.5023;-0.231305;
0.10672;-6.50326;-0.232097;
0.106723;-6.50422;-0.232886;
0.106726;-6.50518;-0.233672;
0.106729;-6.50613;-0.234456;
0.106732;-6.50708;-0.235237;
0.106735;-6.50803;-0.236015;
0.106738;-6.50897;-0.23679;
0.106741;-6.50991;-0.237563;
0.106744;-6.51084;-0.238333;
0.106747;-6.51177;-0.2391;
0.10675;-6.5127;-0.239864;
0.106753;-6.51362;-0.240625;
0.106756;-6.51454;-0.241384;
0.106759;-6.51545;-0.24214;
0.106762;-6.51636;-0.242893;
0.106765;-6.51727;-0.243643;
0.106768;-6.51817;-0.244391;
0.106771;-6.51907;-0.245135;
0.106774;-6.51997;-0.245877;
0.106777;-6.52086;-0.246616;
0.10678;-6.52175;-0.247352;
0.106783;-6.52264;-0.248086;
0.106786;-6.52352;-0.248816;
0.106789;-6.52439;-0.249544;
0.106792;-6.52527;-0.250269;
0.106795;-6.52614;-0.250991;
0.106798;-6.527;-0.25171;
0.106801;-6.52787;-0.252427;
0.106804;-6.52873;-0.25314;
0.106807;-6.52958;-0.253851;
0.10681;-6.53043;-0.254559;
0.106813;-6.53128;-0.255264;
0.106816;-6.53212;-0.255966;
0.106819;-6.53296;-0.256665;
0.106822;-6.5338;-0.257362;
0.106825;-6.53463;-0.258055;
0.106828;-6.53546;-0.258746;
0.106831;-6.53629;-0.259434;
0.106834;-6.53711;-0.260119;
0.106837;-6.53793;-0.260801;
0.10684;-6.53874;-0.26148;
0.106843;-6.53955;-0.262156;
0.106846;-6.54036;-0.26283;
0.106849;-6.54116;-0.2635;
0.106852;-6.54196;-0.264168;
0.106855;-6.54275;-0.264833;
0.106858;-6.54355;-0.265494;
0.106861;-6.54433;-0.266153;
0.106864;-6.54512;-0.266809;
0.106867;-6.5459;-0.267463;
0.10687;-6.54668;-0.268113;
0.106873;-6.54745;-0.26876;
0.106876;-6.54822;-0.269405;
0.106879;-6.54899;-0.270046;
0.106882;-6.54975;-0.270685;
0.106885;-6.55051;-0.27132;
0.106888;-6.55126;-0.271953;
0.106891;-6.55201;-0.272583;
0.106894;-6.55276;-0.27321;
0.106897;-6.5535;-0.273834;
0.1069;-6.55424;-0.274455;
0.106903;-6.55498;-0.275073;
0.106906;-6.55571;-0.275688;
0.106909;-6.55644;-0.276301;
0.106912;-6.55717;-0.27691;
0.106915;-6.55789;-0.277516;
0.106918;-6.55861;-0.27812;
0.106921;-6.55932;-0.27872;
0.106924;-6.56003;-0.279318;
0.106927;-6.56074;-0.279912;
0.10693;-6.56144;-0.280504;
0.106933;-6.56214;-0.281093;
0.106936;-6.56284;-0.281678;
0.106939;-6.56353;-0.282261;
0.106942;-6.56422;-0.282841;
0.106945;-6.5649;-0.283417;
0.106948;-6.56558;-0.283991;
0.106951;-6.56626;-0.284562;
0.106954;-6.56693;-0.28513;
0.106957;-6.5676;-0.285695;
0.10696;-6.56827;-0.286257;
0.106963;-6.56893;-0.286816;
0.106966;-6.56959;-0.287372;
0.106969;-6.57024;-0.287925;
0.106972;-6.5709;-0.288475;
0.106975;-6.57154;-0.289021;
0.106978;-6.57219;-0.289565;
0.106981;-6.57283;-0.290106;
0.106984;-6.57347;-0.290644;
0.106987;-6.5741;-0.291179;
0.10699;-6.57473;-0.291711;
0.106993;-6.57535;-0.29224;
0.106996;-6.57598;-0.292766;
0.106999;-6.57659;-0.293289;
0.107002;-6.57721;-0.293809;
0.107005;-6.57782;-0.294326;
0.107008;-6.57843;-0.29484;
0.107011;-6.57903;-0.295351;
0.107014;-6.57963;-0.295859;
0.107017;-6.58023;-0.296364;
0.10702;-6.58082;-0.296866;
0.107023;-6.58141;-0.297364;
0.107026;-6.58199;-0.29786;
0.107029;-6.58258;-0.298353;
0.107032;-6.58315;-0.298843;
0.107035;-6.58373;-0.299329;
0.107038;-6.5843;-0.299813;
0.107041;-6.58486;-0.300294;
0.107044;-6.58543;-0.300771;
0.107047;-6.58599;-0.301246;
0.10705;-6.58654;-0.301717;
0.107053;-6.58709;-0.302186;
0.107056;-6.58764;-0.302651;
0.107059;-6.58819;-0.303114;
0.107062;-6.58873;-0.303573;
0.107065;-6.58927;-0.304029;
0.107068;-6.5898;-0.304482;
0.107071;-6.59033;-0.304933;
0.107074;-6.59086;-0.30538;
0.107077;-6.59138;-0.305824;
0.10708;-6.5919;-0.306265;
0.107083;-6.59241;-0.306703;
0.107086;-6.59292;-0.307138;
0.107089;-6.59343;-0.307569;
0.107092;-6.59394;-0.307998;
0.107095;-6.59444;-0.308424;
0.107098;-6.59493;-0.308846;
0.107101;-6.59543;-0.309266;
0.107104;-6.59592;-0.309682;
0.107107;-6.5964;-0.310096;
0.10711;-6.59688;-0.310506;
0.107113;-6.59736;-0.310913;
0.107116;-6.59784;-0.311317;
0.107119;-6.59831;-0.311718;
0.107122;-6.59878;-0.312116;
0.107125;-6.59924;-0.312511;
0.107128;-6.5997;-0.312903;
0.107131;-6.60016;-0.313292;
0.107134;-6.60061;-0.313677;
0.107137;-6.60106;-0.31406;
0.10714;-6.6015;-0.314439;
0.107143;-6.60194;-0.314816;
0.107146;-6.60238;-0.315189;
0.107149;-6.60282;-0.315559;
0.107152;-6.60325;-0.315926;
0.107155;-6.60367;-0.31629;
0.107158;-6.6041;-0.316651;
0.107161;-6.60452;-0.317009;
0.107164;-6.60493;-0.317363;
0.107167;-6.60534;-0.317715;
0.10717;-6.60575;-0.318063;
0.107173;-6.60616;-0.318408;
0.107176;-6.60656;-0.318751;
0.107179;-6.60696;-0.31909;
0.107182;-6.60735;-0.319426;
0.107185;-6.60774;-0.319759;
0.107188;-6.60813;-0.320088;
0.107191;-6.60851;-0.320415;
0.107194;-6.60889;-0.320739;
0.107197;-6.60926;-0.321059;
0.1072;-6.60963;-0.321376;
0.107203;-6.61;-0.32169;
0.107206;-6.61037;-0.322001;
0.107209;-6.61073;-0.322309;
0.107212;-6.61108;-0.322614;
0.107215;-6.61144;-0.322916;
0.107218;-6.61178;-0.323214;
0.107221;-6.61213;-0.32351;
0.107224;-6.61247;-0.323802;
0.107227;-6.61281;-0.324091;
0.10723;-6.61315;-0.324377;
0.107233;-6.61348;-0.32466;
0.107236;-6.6138;-0.32494;
0.107239;-6.61413;-0.325217;
0.107242;-6.61445;-0.32549;
0.107245;-6.61476;-0.32576;
0.107248;-6.61507;-0.326028;
0.107251;-6.61538;-0.326292;
0.107254;-6.61569;-0.326553;
0.107257;-6.61599;-0.32681;
0.10726;-6.61629;-0.327065;
0.107263;-6.61658;-0.327316;
0.107266;-6.61687;-0.327565;
0.107269;-6.61716;-0.32781;
0.107272;-6.61744;-0.328052;
0.107275;-6.61772;-0.328291;
0.107278;-6.618;-0.328527;
0.107281;-6.61827;-0.328759;
0.107284;-6.61854;-0.328989;
0.107287;-6.6188;-0.329215;
0.10729;-6.61906;-0.329438;
0.107293;-6.61932;-0.329658;
0.107296;-6.61957;-0.329875;
0.107299;-6.61982;-0.330089;
0.107302;-6.62007;-0.3303;
0.107305;-6.62031;-0.330507;
0.107308;-6.62055;-0.330711;
0.107311;-6.62078;-0.330912;
0.107314;-6.62101;-0.33111;
0.107317;-6.62124;-0.331305;
0.10732;-6.62146;-0.331497;
0.107323;-6.62168;-0.331685;
0.107326;-6.6219;-0.33187;
0.107329;-6.62211;-0.332052;
0.107332;-6.62232;-0.332231;
0.107335;-6.62253;-0.332407;
0.107338;-6.62273;-0.33258;
0.107341;-6.62292;-0.332749;
0.107344;-6.62312;-0.332916;
0.107347;-6.62331;-0.333079;
0.10735;-6.6235;-0.333239;
0.107353;-6.62368;-0.333396;
0.107356;-6.62386;-0.333549;
0.107359;-6.62403;-0.3337;
0.107362;-6.6242;-0.333847;
0.107365;-6.62437;-0.333991;
0.107368;-6.62454;-0.334132;
0.107371;-6.6247;-0.33427;
0.107374;-6.62485;-0.334404;
0.107377;-6.62501;-0.334536;
0.10738;-6.62516;-0.334664;
0.107383;-6.6253;-0.334789;
0.107386;-6.62545;-0.334911;
0.107389;-6.62558;-0.33503;
0.107392;-6.62572;-0.335146;
0.107395;-6.62585;-0.335258;
0.107398;-6.62598;-0.335367;
0.107401;-6.6261;-0.335473;
0.107404;-6.62622;-0.335576;
0.107407;-6.62634;-0.335676;
0.10741;-6.62645;-0.335772;
0.107413;-6.62656;-0.335866;
0.107416;-6.62666;-0.335956;
0.107419;-6.62676;-0.336043;
0.107422;-6.62686;-0.336127;
0.107425;-6.62696;-0.336207;
0.107428;-6.62705;-0.336285;
0.107431;-6.62713;-0.336359;
0.107434;-6.62722;-0.33643;
0.107437;-6.6273;-0.336498;
0.10744;-6.62737;-0.336563;
0.107443;-6.62744;-0.336624;
0.107446;-6.62751;-0.336683;
0.107449;-6.62758;-0.336738;
0.107452;-6.62764;-0.33679;
0.107455;-6.62769;-0.336839;
0.107458;-6.62775;-0.336885;
0.107461;-6.6278;-0.336927;
0.107464;-6.62784;-0.336966;
0.107467;-6.62788;-0.337002;
0.10747;-6.62792;-0.337035;
0.107473;-6.62796;-0.337065;
0.107476;-6.62799;-0.337092;
0.107479;-6.62801;-0.337115;
0.107482;-6.62804;-0.337135;
0.107485;-6.62806;-0.337152;
0.107488;-6.62807;-0.337166;
0.107491;-6.62809;-0.337177;
0.107494;-6.6281;-0.337184;
0.107497;-6.6281;-0.337189;
0.1075;-6.6281;-0.33719;
0.107503;-6.6281;-0.337188;
0.107506;-6.62809;-0.337183;
0.107509;-6.62808;-0.337174;
0.107512;-6.62807;-0.337162;
0.107515;-6.62805;-0.337148;
0.107518;-6.62803;-0.33713;
0.107521;-6.62801;-0.337109;
0.107524;-6.62798;-0.337084;
0.107527;-6.62795;-0.337057;
0.10753;-6.62791;-0.337026;
0.107533;-6.62787;-0.336992;
0.107536;-6.62783;-0.336955;
0.107539;-6.62778;-0.336915;
0.107542;-6.62773;-0.336871;
0.107545;-6.62768;-0.336825;
0.107548;-6.62762;-0.336775;
0.107551;-6.62756;-0.336722;
0.107554;-6.62749;-0.336666;
0.107557;-6.62742;-0.336607;
0.10756;-6.62735;-0.336544;
0.107563;-6.62727;-0.336478;
0.107566;-6.62719;-0.336409;
0.107569;-6.62711;-0.336337;
0.107572;-6.62702;-0.336262;
0.107575;-6.62693;-0.336184;
0.107578;-6.62683;-0.336102;
0.107581;-6.62674;-0.336017;
0.107584;-6.62663;-0.335929;
0.107587;-6.62653;-0.335838;
0.10759;-6.62642;-0.335744;
0.107593;-6.6263;-0.335647;
0.107596;-6.62619;-0.335546;
0.107599;-6.62606;-0.335442;
0.107602;-6.62594;-0.335335;
0.107605;-6.62581;-0.335225;
0.107608;-6.62568;-0.335112;
0.107611;-6.62554;-0.334995;
0.107614;-6.6254;-0.334875;
0.107617;-6.62526;-0.334752;
0.10762;-6.62511;-0.334626;
0.107623;-6.62496;-0.334497;
0.107626;-6.62481;-0.334365;
0.107629;-6.62465;-0.334229;
0.107632;-6.62449;-0.334091;
0.107635;-6.62432;-0.333949;
0.107638;-6.62415;-0.333804;
0.107641;-6.62398;-0.333655;
0.107644;-6.6238;-0.333504;
0.107647;-6.62362;-0.333349;
0.10765;-6.62344;-0.333192;
0.107653;-6.62325;-0.333031;
0.107656;-6.62306;-0.332867;
0.107659;-6.62287;-0.332699;
0.107662;-6.62267;-0.332529;
0.107665;-6.62246;-0.332355;
0.107668;-6.62226;-0.332179;
0.107671;-6.62205;-0.331999;
0.107674;-6.62184;-0.331816;
0.107677;-6.62162;-0.331629;
0.10768;-6.6214;-0.33144;
0.107683;-6.62117;-0.331247;
0.107686;-6.62094;-0.331052;
0.107689;-6.62071;-0.330853;
0.107692;-6.62048;-0.330651;
0.107695;-6.62024;-0.330446;
0.107698;-6.61999;-0.330237;
0.107701;-6.61975;-0.330026;
0.107704;-6.6195;-0.329811;
0.107707;-6.61924;-0.329593;
0.10771;-6.61898;-0.329372;
0.107713;-6.61872;-0.329148;
0.107716;-6.61846;-0.328921;
0.107719;-6.61819;-0.328691;
0.107722;-6.61791;-0.328457;
0.107725;-6.61764;-0.32822;
0.107728;-6.61736;-0.327981;
0.107731;-6.61707;-0.327738;
0.107734;-6.61679;-0.327491;
0.107737;-6.61649;-0.327242;
0.10774;-6.6162;-0.32699;
0.107743;-6.6159;-0.326734;
0.107746;-6.6156;-0.326475;
0.107749;-6.61529;-0.326214;
0.107752;-6.61498;-0.325949;
0.107755;-6.61467;-0.32568;
0.107758;-6.61435;-0.325409;
0.107761;-6.61403;-0.325135;
0.107764;-6.61371;-0.324857;
0.107767;-6.61338;-0.324577;
0.10777;-6.61305;-0.324293;
0.107773;-6.61271;-0.324006;
0.107776;-6.61237;-0.323716;
0.107779;-6.61203;-0.323422;
0.107782;-6.61168;-0.323126;
0.107785;-6.61133;-0.322827;
0.107788;-6.61098;-0.322524;
0.107791;-6.61062;-0.322218;
0.107794;-6.61026;-0.321909;
0.107797;-6.60989;-0.321598;
0.1078;-6.60952;-0.321282;
0.107803;-6.60915;-0.320964;
0.107806;-6.60877;-0.320643;
0.107809;-6.60839;-0.320318;
0.107812;-6.60801;-0.319991;
0.107815;-6.60762;-0.31966;
0.107818;-6.60723;-0.319326;
0.107821;-6.60684;-0.318989;
0.107824;-6.60644;-0.318649;
0.107827;-6.60604;-0.318306;
0.10783;-6.60563;-0.31796;
0.107833;-6.60522;-0.317611;
0.107836;-6.60481;-0.317258;
0.107839;-6.60439;-0.316903;
0.107842;-6.60397;-0.316544;
0.107845;-6.60355;-0.316182;
0.107848;-6.60312;-0.315817;
0.107851;-6.60269;-0.315449;
0.107854;-6.60225;-0.315078;
0.107857;-6.60181;-0.314704;
0.10786;-6.60137;-0.314327;
0.107863;-6.60093;-0.313947;
0.107866;-6.60047;-0.313563;
0.107869;-6.60002;-0.313177;
0.107872;-6.59956;-0.312787;
0.107875;-6.5991;-0.312394;
0.107878;-6.59864;-0.311999;
0.107881;-6.59817;-0.3116;
0.107884;-6.5977;-0.311198;
0.107887;-6.59722;-0.310793;
0.10789;-6.59674;-0.310385;
0.107893;-6.59626;-0.309973;
0.107896;-6.59577;-0.309559;
0.107899;-6.59528;-0.309142;
0.107902;-6.59479;-0.308721;
0.107905;-6.59429;-0.308298;
0.107908;-6.59379;-0.307871;
0.107911;-6.59328;-0.307442;
0.107914;-6.59277;-0.307009;
0.107917;-6.59226;-0.306573;
0.10792;-6.59174;-0.306134;
0.107923;-6.59122;-0.305692;
0.107926;-6.5907;-0.305247;
0.107929;-6.59017;-0.304799;
0.107932;-6.58964;-0.304348;
0.107935;-6.58911;-0.303894;
0.107938;-6.58857;-0.303437;
0.107941;-6.58803;-0.302977;
0.107944;-6.58748;-0.302513;
0.107947;-6.58693;-0.302047;
0.10795;-6.58638;-0.301578;
0.107953;-6.58582;-0.301105;
0.107956;-6.58526;-0.30063;
0.107959;-6.5847;-0.300151;
0.107962;-6.58413;-0.29967;
0.107965;-6.58356;-0.299185;
0.107968;-6.58298;-0.298698;
0.107971;-6.5824;-0.298207;
0.107974;-6.58182;-0.297713;
0.107977;-6.58123;-0.297217;
0.10798;-6.58064;-0.296717;
0.107983;-6.58005;-0.296214;
0.107986;-6.57945;-0.295709;
0.107989;-6.57885;-0.2952;
0.107992;-6.57825;-0.294688;
0.107995;-6.57764;-0.294173;
0.107998;-6.57703;-0.293655;
0.108001;-6.57641;-0.293134;
0.108004;-6.57579;-0.292611;
0.108007;-6.57517;-0.292084;
0.10801;-6.57454;-0.291554;
0.108013;-6.57391;-0.291021;
0.108016;-6.57328;-0.290485;
0.108019;-6.57264;-0.289946;
0.108022;-6.572;-0.289404;
0.108025;-6.57135;-0.288859;
0.108028;-6.5707;-0.288312;
0.108031;-6.57005;-0.287761;
0.108034;-6.56939;-0.287207;
0.108037;-6.56873;-0.28665;
0.10804;-6.56807;-0.28609;
0.108043;-6.5674;-0.285528;
0.108046;-6.56673;-0.284962;
0.108049;-6.56606;-0.284393;
0.108052;-6.56538;-0.283821;
0.108055;-6.5647;-0.283247;
0.108058;-6.56401;-0.282669;
0.108061;-6.56332;-0.282088;
0.108064;-6.56263;-0.281505;
0.108067;-6.56193;-0.280918;
0.10807;-6.56123;-0.280329;
0.108073;-6.56053;-0.279736;
0.108076;-6.55982;-0.279141;
0.108079;-6.55911;-0.278542;
0.108082;-6.55839;-0.277941;
0.108085;-6.55767;-0.277337;
0.108088;-6.55695;-0.276729;
0.108091;-6.55623;-0.276119;
0.108094;-6.5555;-0.275506;
0.108097;-6.55476;-0.27489;
0.1081;-6.55402;-0.274271;
0.108103;-6.55328;-0.273649;
0.108106;-6.55254;-0.273024;
0.108109;-6.55179;-0.272397;
0.108112;-6.55104;-0.271766;
0.108115;-6.55028;-0.271132;
0.108118;-6.54952;-0.270496;
0.108121;-6.54876;-0.269856;
0.108124;-6.54799;-0.269214;
0.108127;-6.54722;-0.268568;
0.10813;-6.54645;-0.26792;
0.108133;-6.54567;-0.267269;
0.108136;-6.54489;-0.266615;
0.108139;-6.5441;-0.265958;
0.108142;-6.54331;-0.265298;
0.108145;-6.54252;-0.264636;
0.108148;-6.54172;-0.26397;
0.108151;-6.54092;-0.263301;
0.108154;-6.54012;-0.26263;
0.108157;-6.53931;-0.261956;
0.10816;-6.5385;-0.261279;
0.108163;-6.53768;-0.260599;
0.108166;-6.53686;-0.259916;
0.108169;-6.53604;-0.25923;
0.108172;-6.53522;-0.258541;
0.108175;-6.53439;-0.25785;
0.108178;-6.53355;-0.257155;
0.108181;-6.53271;-0.256458;
0.108184;-6.53187;-0.255758;
0.108187;-6.53103;-0.255055;
0.10819;-6.53018;-0.254349;
0.108193;-6.52933;-0.25364;
0.108196;-6.52847;-0.252929;
0.108199;-6.52761;-0.252214;
0.108202;-6.52675;-0.251497;
0.108205;-6.52588;-0.250777;
0.108208;-6.52501;-0.250054;
0.108211;-6.52413;-0.249328;
0.108214;-6.52326;-0.2486;
0.108217;-6.52237;-0.247868;
0.10822;-6.52149;-0.247134;
0.108223;-6.5206;-0.246397;
0.108226;-6.5197;-0.245657;
0.108229;-6.51881;-0.244915;
0.108232;-6.51791;-0.244169;
0.108235;-6.517;-0.243421;
0.108238;-6.51609;-0.24267;
0.108241;-6.51518;-0.241916;
0.108244;-6.51426;-0.241159;
0.108247;-6.51334;-0.2404;
0.10825;-6.51242;-0.239637;
0.108253;-6.51149;-0.238872;
0.108256;-6.51056;-0.238104;
0.108259;-6.50963;-0.237334;
0.108262;-6.50869;-0.23656;
0.108265;-6.50775;-0.235784;
0.108268;-6.5068;-0.235005;
0.108271;-6.50585;-0.234224;
0.108274;-6.5049;-0.233439;
0.108277;-6.50394;-0.232652;
0.10828;-6.50298;-0.231862;
0.108283;-6.50201;-0.231069;
0.108286;-6.50104;-0.230274;
0.108289;-6.50007;-0.229475;
0.108292;-6.49909;-0.228674;
0.108295;-6.49811;-0.227871;
0.108298;-6.49713;-0.227064;
0.108301;-6.49614;-0.226255;
0.108304;-6.49515;-0.225443;
0.108307;-6.49415;-0.224628;
0.10831;-6.49315;-0.223811;
0.108313;-6.49215;-0.222991;
0.108316;-6.49114;-0.222168;
0.108319;-6.49013;-0.221342;
0.108322;-6.48912;-0.220514;
0.108325;-6.4881;-0.219683;
0.108328;-6.48707;-0.21885;
0.108331;-6.48605;-0.218013;
0.108334;-6.48502;-0.217174;
0.108337;-6.48398;-0.216333;
0.10834;-6.48294;-0.215488;
0.108343;-6.4819;-0.214641;
0.108346;-6.48086;-0.213791;
0.108349;-6.47981;-0.212939;
0.108352;-6.47875;-0.212084;
0.108355;-6.47769;-0.211226;
0.108358;-6.47663;-0.210366;
0.108361;-6.47557;-0.209503;
0.108364;-6.4745;-0.208637;
0.108367;-6.47342;-0.207769;
0.10837;-6.47234;-0.206898;
0.108373;-6.47126;-0.206024;
0.108376;-6.47018;-0.205148;
0.108379;-6.46909;-0.204269;
0.108382;-6.468;-0.203387;
0.108385;-6.4669;-0.202503;
0.108388;-6.4658;-0.201616;
0.108391;-6.46469;-0.200727;
0.108394;-6.46358;-0.199835;
0.108397;-6.46247;-0.19894;
0.1084;-6.46135;-0.198043;
0.108403;-6.46023;-0.197143;
0.108406;-6.4591;-0.196241;
0.108409;-6.45797;-0.195336;
0.108412;-6.45684;-0.194428;
0.108415;-6.4557;-0.193518;
0.108418;-6.45456;-0.192605;
0.108421;-6.45342;-0.19169;
0.108424;-6.45227;-0.190772;
0.108427;-6.45111;-0.189852;
0.10843;-6.44995;-0.188929;
0.108433;-6.44879;-0.188003;
0.108436;-6.44762;-0.187075;
0.108439;-6.44645;-0.186145;
0.108442;-6.44528;-0.185212;
0.108445;-6.4441;-0.184276;
0.108448;-6.44292;-0.183338;
0.108451;-6.44173;-0.182397;
0.108454;-6.44054;-0.181454;
0.108457;-6.43934;-0.180508;
0.10846;-6.43814;-0.17956;
0.108463;-6.43694;-0.178609;
0.108466;-6.43573;-0.177656;
0.108469;-6.43452;-0.1767;
0.108472;-6.4333;-0.175742;
0.108475;-6.43208;-0.174781;
0.108478;-6.43085;-0.173818;
0.108481;-6.42962;-0.172852;
0.108484;-6.42839;-0.171884;
0.108487;-6.42715;-0.170914;
0.10849;-6.42591;-0.169941;
0.108493;-6.42466;-0.168965;
0.108496;-6.42341;-0.167987;
0.108499;-6.42215;-0.167007;
0.108502;-6.42089;-0.166024;
0.108505;-6.41962;-0.165039;
0.108508;-6.41835;-0.164051;
0.108511;-6.41708;-0.163061;
0.108514;-6.4158;-0.162069;
0.108517;-6.41452;-0.161074;
0.10852;-6.41323;-0.160077;
0.108523;-6.41194;-0.159077;
0.108526;-6.41064;-0.158075;
0.108529;-6.40934;-0.157071;
0.108532;-6.40803;-0.156064;
0.108535;-6.40672;-0.155055;
0.108538;-6.4054;-0.154044;
0.108541;-6.40408;-0.15303;
0.108544;-6.40276;-0.152014;
0.108547;-6.40143;-0.150995;
0.10855;-6.40009;-0.149974;
0.108553;-6.39875;-0.148951;
0.108556;-6.39741;-0.147926;
0.108559;-6.39606;-0.146898;
0.108562;-6.3947;-0.145868;
0.108565;-6.39334;-0.144836;
0.108568;-6.39198;-0.143801;
0.108571;-6.39061;-0.142764;
0.108574;-6.38924;-0.141725;
