x1 time x2 v(/vin) x3 v(/vout)
Step Information:
 1.47654223e-02  1.47654223e-02  1.47654223e-02 -3.94163709e+00  1.47654223e-02  4.47373375e+00 
 1.48294223e-02  1.48294223e-02  1.48294223e-02 -3.83135617e+00  1.48294223e-02  4.46812286e+00 
 1.48934223e-02  1.48934223e-02  1.48934223e-02 -3.71884499e+00  1.48934223e-02  4.46251901e+00 
 1.49574223e-02  1.49574223e-02  1.49574223e-02 -3.60416906e+00  1.49574223e-02  4.45692220e+00 
 1.50214223e-02  1.50214223e-02  1.50214223e-02 -3.48739513e+00  1.50214223e-02  4.45133240e+00 
 1.50854223e-02  1.50854223e-02  1.50854223e-02 -3.36859116e+00  1.50854223e-02  4.44574961e+00 
 1.51494223e-02  1.51494223e-02  1.51494223e-02 -3.24782633e+00  1.51494223e-02  4.44017382e+00 
 1.52134223e-02  1.52134223e-02  1.52134223e-02 -3.12517092e+00  1.52134223e-02  4.43460503e+00 
 1.52774223e-02  1.52774223e-02  1.52774223e-02 -3.00069633e+00  1.52774223e-02  4.42904322e+00 
 1.53414223e-02  1.53414223e-02  1.53414223e-02 -2.87447502e+00  1.53414223e-02  4.42348839e+00 
 1.54054223e-02  1.54054223e-02  1.54054223e-02 -2.74658047e+00  1.54054223e-02  4.41794053e+00 
 1.54694223e-02  1.54694223e-02  1.54694223e-02 -2.61708711e+00  1.54694223e-02  4.41239962e+00 
 1.55334223e-02  1.55334223e-02  1.55334223e-02 -2.48607034e+00  1.55334223e-02  4.40686567e+00 
 1.55974223e-02  1.55974223e-02  1.55974223e-02 -2.35360642e+00  1.55974223e-02  4.40133865e+00 
 1.56614223e-02  1.56614223e-02  1.56614223e-02 -2.21977245e+00  1.56614223e-02  4.39581857e+00 
 1.57254223e-02  1.57254223e-02  1.57254223e-02 -2.08464634e+00  1.57254223e-02  4.39030541e+00 
 1.57894223e-02  1.57894223e-02  1.57894223e-02 -1.94830675e+00  1.57894223e-02  4.38479917e+00 
 1.58534223e-02  1.58534223e-02  1.58534223e-02 -1.81083304e+00  1.58534223e-02  4.37929983e+00 
 1.59174223e-02  1.59174223e-02  1.59174223e-02 -1.67230524e+00  1.59174223e-02  4.37380739e+00 
 1.59814223e-02  1.59814223e-02  1.59814223e-02 -1.53280398e+00  1.59814223e-02  4.36832184e+00 
 1.60454223e-02  1.60454223e-02  1.60454223e-02 -1.39241047e+00  1.60454223e-02  4.36284317e+00 
 1.61094223e-02  1.61094223e-02  1.61094223e-02 -1.25120642e+00  1.61094223e-02  4.35737137e+00 
 1.61734223e-02  1.61734223e-02  1.61734223e-02 -1.10927405e+00  1.61734223e-02  4.35190644e+00 
 1.62374223e-02  1.62374223e-02  1.62374223e-02 -9.66695961e-01  1.62374223e-02  4.34644835e+00 
 1.63014223e-02  1.63014223e-02  1.63014223e-02 -8.23555154e-01  1.63014223e-02  4.34099712e+00 
 1.63654223e-02  1.63654223e-02  1.63654223e-02 -6.79934952e-01  1.63654223e-02  4.33555272e+00 
 1.64294223e-02  1.64294223e-02  1.64294223e-02 -5.35918956e-01  1.64294223e-02  4.33011515e+00 
 1.64934223e-02  1.64934223e-02  1.64934223e-02 -3.91591000e-01  1.64934223e-02  4.32468440e+00 
 1.65574223e-02  1.65574223e-02  1.65574223e-02 -2.47035096e-01  1.65574223e-02  4.31926046e+00 
 1.66214223e-02  1.66214223e-02  1.66214223e-02 -1.02335392e-01  1.66214223e-02  4.31384333e+00 
 1.66854223e-02  1.66854223e-02  1.66854223e-02  4.24238812e-02  1.66854223e-02  4.30843299e+00 
 1.67494223e-02  1.67494223e-02  1.67494223e-02  1.87158460e-01  1.67494223e-02  4.30302944e+00 
 1.68134223e-02  1.68134223e-02  1.68134223e-02  3.31784093e-01  1.68134223e-02  4.29763266e+00 
 1.68774223e-02  1.68774223e-02  1.68774223e-02  4.76216592e-01  1.68774223e-02  4.29224265e+00 
 1.69414223e-02  1.69414223e-02  1.69414223e-02  6.20371884e-01  1.69414223e-02  4.28685940e+00 
 1.70054223e-02  1.70054223e-02  1.70054223e-02  7.64166054e-01  1.70054223e-02  4.28148291e+00 
 1.70694223e-02  1.70694223e-02  1.70694223e-02  9.07515400e-01  1.70694223e-02  4.27611316e+00 
 1.71334223e-02  1.71334223e-02  1.71334223e-02  1.05033648e+00  1.71334223e-02  4.27075014e+00 
 1.71974223e-02  1.71974223e-02  1.71974223e-02  1.19254615e+00  1.71974223e-02  4.26539385e+00 
 1.72614223e-02  1.72614223e-02  1.72614223e-02  1.33406163e+00  1.72614223e-02  4.26004428e+00 
 1.73254223e-02  1.73254223e-02  1.73254223e-02  1.47480055e+00  1.73254223e-02  4.25470142e+00 
 1.73894223e-02  1.73894223e-02  1.73894223e-02  1.61468098e+00  1.73894223e-02  4.24936526e+00 
 1.74534223e-02  1.74534223e-02  1.74534223e-02  1.75362150e+00  1.74534223e-02  4.24403580e+00 
 1.75174223e-02  1.75174223e-02  1.75174223e-02  1.89154123e+00  1.75174223e-02  4.23871301e+00 
 1.75814223e-02  1.75814223e-02  1.75814223e-02  2.02835988e+00  1.75814223e-02  4.23339691e+00 
 1.76454223e-02  1.76454223e-02  1.76454223e-02  2.16399782e+00  1.76454223e-02  4.22808747e+00 
 1.77094223e-02  1.77094223e-02  1.77094223e-02  2.29837608e+00  1.77094223e-02  4.22278470e+00 
 1.77734223e-02  1.77734223e-02  1.77734223e-02  2.43141644e+00  1.77734223e-02  4.21748857e+00 
 1.78374223e-02  1.78374223e-02  1.78374223e-02  2.56304147e+00  1.78374223e-02  4.21219909e+00 
 1.79014223e-02  1.79014223e-02  1.79014223e-02  2.69317454e+00  1.79014223e-02  4.20691624e+00 
 1.79654223e-02  1.79654223e-02  1.79654223e-02  2.82173990e+00  1.79654223e-02  4.20164002e+00 
 1.80294223e-02  1.80294223e-02  1.80294223e-02  2.94866271e+00  1.80294223e-02  4.19637042e+00 
 1.80934223e-02  1.80934223e-02  1.80934223e-02  3.07386909e+00  1.80934223e-02  4.19110743e+00 
 1.81574223e-02  1.81574223e-02  1.81574223e-02  3.19728615e+00  1.81574223e-02  4.18585104e+00 
 1.82214223e-02  1.82214223e-02  1.82214223e-02  3.31884207e+00  1.82214223e-02  4.18060124e+00 
 1.82854223e-02  1.82854223e-02  1.82854223e-02  3.43846606e+00  1.82854223e-02  4.17535803e+00 
 1.83494223e-02  1.83494223e-02  1.83494223e-02  3.55608851e+00  1.83494223e-02  4.17012140e+00 
 1.84134223e-02  1.84134223e-02  1.84134223e-02  3.67164095e+00  1.84134223e-02  4.16489134e+00 
 1.84774223e-02  1.84774223e-02  1.84774223e-02  3.78505610e+00  1.84774223e-02  4.15966784e+00 
 1.85414223e-02  1.85414223e-02  1.85414223e-02  3.89626796e+00  1.85414223e-02  4.15445090e+00 
 1.86054223e-02  1.86054223e-02  1.86054223e-02  4.00521178e+00  1.86054223e-02  4.14924051e+00 
 1.86694223e-02  1.86694223e-02  1.86694223e-02  4.11182414e+00  1.86694223e-02  4.14403675e+00 
 1.87334223e-02  1.87334223e-02  1.87334223e-02  4.21604300e+00  1.87334223e-02  4.13884027e+00 
 1.87974223e-02  1.87974223e-02  1.87974223e-02  4.31780767e+00  1.87974223e-02  4.13365620e+00 
 1.88614223e-02  1.88614223e-02  1.88614223e-02  4.41705893e+00  1.88614223e-02  4.12852285e+00 
 1.89254223e-02  1.89254223e-02  1.89254223e-02  4.51373900e+00  1.89254223e-02  4.12370983e+00 
 1.89894223e-02  1.89894223e-02  1.89894223e-02  4.60779160e+00  1.89894223e-02  4.12093601e+00 
 1.90534223e-02  1.90534223e-02  1.90534223e-02  4.69916199e+00  1.90534223e-02  4.12835561e+00 
 1.91174223e-02  1.91174223e-02  1.91174223e-02  4.78779697e+00  1.91174223e-02  4.16325322e+00 
 1.91814223e-02  1.91814223e-02  1.91814223e-02  4.87364495e+00  1.91814223e-02  4.23012944e+00 
 1.92454223e-02  1.92454223e-02  1.92454223e-02  4.95665595e+00  1.92454223e-02  4.31135305e+00 
 1.93094223e-02  1.93094223e-02  1.93094223e-02  5.03678167e+00  1.93094223e-02  4.39283076e+00 
 1.93734223e-02  1.93734223e-02  1.93734223e-02  5.11397545e+00  1.93734223e-02  4.47172418e+00 
 1.94374223e-02  1.94374223e-02  1.94374223e-02  5.18819236e+00  1.94374223e-02  4.54774019e+00 
 1.95014223e-02  1.95014223e-02  1.95014223e-02  5.25938920e+00  1.95014223e-02  4.62082881e+00 
 1.95654223e-02  1.95654223e-02  1.95654223e-02  5.32752453e+00  1.95654223e-02  4.69095259e+00 
 1.96294223e-02  1.96294223e-02  1.96294223e-02  5.39255868e+00  1.96294223e-02  4.75807892e+00 
 1.96934223e-02  1.96934223e-02  1.96934223e-02  5.45445379e+00  1.96934223e-02  4.82217765e+00 
 1.97574223e-02  1.97574223e-02  1.97574223e-02  5.51317384e+00  1.97574223e-02  4.88322139e+00 
 1.98214223e-02  1.98214223e-02  1.98214223e-02  5.56868465e+00  1.98214223e-02  4.94118571e+00 
 1.98854223e-02  1.98854223e-02  1.98854223e-02  5.62095390e+00  1.98854223e-02  4.99604934e+00 
 1.99494223e-02  1.99494223e-02  1.99494223e-02  5.66995116e+00  1.99494223e-02  5.04779442e+00 
 2.00134223e-02  2.00134223e-02  2.00134223e-02  5.71564792e+00  2.00134223e-02  5.09640678e+00 
 2.00774223e-02  2.00774223e-02  2.00774223e-02  5.75801757e+00  2.00774223e-02  5.14187627e+00 
 2.01414223e-02  2.01414223e-02  2.01414223e-02  5.79703546e+00  2.01414223e-02  5.18419722e+00 
 2.02054223e-02  2.02054223e-02  2.02054223e-02  5.83267886e+00  2.02054223e-02  5.22336885e+00 
 2.02694223e-02  2.02694223e-02  2.02694223e-02  5.86492704e+00  2.02694223e-02  5.25939596e+00 
 2.03334223e-02  2.03334223e-02  2.03334223e-02  5.89376121e+00  2.03334223e-02  5.29228960e+00 
 2.03974223e-02  2.03974223e-02  2.03974223e-02  5.91916459e+00  2.03974223e-02  5.32206799e+00 
 2.04614223e-02  2.04614223e-02  2.04614223e-02  5.94112241e+00  2.04614223e-02  5.34875759e+00 
 2.05254223e-02  2.05254223e-02  2.05254223e-02  5.95962186e+00  2.05254223e-02  5.37239445e+00 
 2.05894223e-02  2.05894223e-02  2.05894223e-02  5.97465219e+00  2.05894223e-02  5.39302576e+00 
 2.06534223e-02  2.06534223e-02  2.06534223e-02  5.98620465e+00  2.06534223e-02  5.41071180e+00 
 2.07174223e-02  2.07174223e-02  2.07174223e-02  5.99427251e+00  2.07174223e-02  5.42552876e+00 
 2.07814223e-02  2.07814223e-02  2.07814223e-02  5.99885108e+00  2.07814223e-02  5.43757002e+00 
 2.08454223e-02  2.08454223e-02  2.08454223e-02  5.99993769e+00  2.08454223e-02  5.44694905e+00 
 2.09094223e-02  2.09094223e-02  2.09094223e-02  5.99753171e+00  2.09094223e-02  5.45380344e+00 
 2.09734223e-02  2.09734223e-02  2.09734223e-02  5.99163453e+00  2.09734223e-02  5.45829662e+00 
 2.10374223e-02  2.10374223e-02  2.10374223e-02  5.98224959e+00  2.10374223e-02  5.46061929e+00 
 2.11014223e-02  2.11014223e-02  2.11014223e-02  5.96938236e+00  2.11014223e-02  5.46098926e+00 
 2.11654223e-02  2.11654223e-02  2.11654223e-02  5.95304033e+00  2.11654223e-02  5.45964835e+00 
 2.12294223e-02  2.12294223e-02  2.12294223e-02  5.93323300e+00  2.12294223e-02  5.45685590e+00 
 2.12934223e-02  2.12934223e-02  2.12934223e-02  5.90997191e+00  2.12934223e-02  5.45287836e+00 
 2.13574223e-02  2.13574223e-02  2.13574223e-02  5.88327059e+00  2.13574223e-02  5.44797585e+00 
 2.14214223e-02  2.14214223e-02  2.14214223e-02  5.85314460e+00  2.14214223e-02  5.44238775e+00 
 2.14854223e-02  2.14854223e-02  2.14854223e-02  5.81961146e+00  2.14854223e-02  5.43632024e+00 
 2.15494223e-02  2.15494223e-02  2.15494223e-02  5.78269070e+00  2.15494223e-02  5.42993846e+00 
 2.16134223e-02  2.16134223e-02  2.16134223e-02  5.74240381e+00  2.16134223e-02  5.42336499e+00 
 2.16774223e-02  2.16774223e-02  2.16774223e-02  5.69877424e+00  2.16774223e-02  5.41668387e+00 
 2.17414223e-02  2.17414223e-02  2.17414223e-02  5.65182738e+00  2.17414223e-02  5.40994828e+00 
 2.18054223e-02  2.18054223e-02  2.18054223e-02  5.60159057e+00  2.18054223e-02  5.40318931e+00 
 2.18694223e-02  2.18694223e-02  2.18694223e-02  5.54809305e+00  2.18694223e-02  5.39642375e+00 
 2.19334223e-02  2.19334223e-02  2.19334223e-02  5.49136596e+00  2.19334223e-02  5.38966003e+00 
 2.19974223e-02  2.19974223e-02  2.19974223e-02  5.43144231e+00  2.19974223e-02  5.38290203e+00 
 2.20614223e-02  2.20614223e-02  2.20614223e-02  5.36835700e+00  2.20614223e-02  5.37615143e+00 
 2.21254223e-02  2.21254223e-02  2.21254223e-02  5.30214674e+00  2.21254223e-02  5.36940891e+00 
 2.21894223e-02  2.21894223e-02  2.21894223e-02  5.23285008e+00  2.21894223e-02  5.36267472e+00 
 2.22534223e-02  2.22534223e-02  2.22534223e-02  5.16050735e+00  2.22534223e-02  5.35594893e+00 
 2.23174223e-02  2.23174223e-02  2.23174223e-02  5.08516066e+00  2.23174223e-02  5.34923156e+00 
 2.23814223e-02  2.23814223e-02  2.23814223e-02  5.00685388e+00  2.23814223e-02  5.34252261e+00 
 2.24454223e-02  2.24454223e-02  2.24454223e-02  4.92563259e+00  2.24454223e-02  5.33582207e+00 
 2.25094223e-02  2.25094223e-02  2.25094223e-02  4.84154406e+00  2.25094223e-02  5.32912994e+00 
 2.25734223e-02  2.25734223e-02  2.25734223e-02  4.75463725e+00  2.25734223e-02  5.32244619e+00 
 2.26374223e-02  2.26374223e-02  2.26374223e-02  4.66496273e+00  2.26374223e-02  5.31577083e+00 
 2.27014223e-02  2.27014223e-02  2.27014223e-02  4.57257273e+00  2.27014223e-02  5.30910384e+00 
 2.27654223e-02  2.27654223e-02  2.27654223e-02  4.47752100e+00  2.27654223e-02  5.30244522e+00 
 2.28294223e-02  2.28294223e-02  2.28294223e-02  4.37986289e+00  2.28294223e-02  5.29579494e+00 
 2.28934223e-02  2.28934223e-02  2.28934223e-02  4.27965524e+00  2.28934223e-02  5.28915300e+00 
 2.29574223e-02  2.29574223e-02  2.29574223e-02  4.17695639e+00  2.29574223e-02  5.28251940e+00 
 2.30214223e-02  2.30214223e-02  2.30214223e-02  4.07182611e+00  2.30214223e-02  5.27589411e+00 
 2.30854223e-02  2.30854223e-02  2.30854223e-02  3.96432559e+00  2.30854223e-02  5.26927713e+00 
 2.31494223e-02  2.31494223e-02  2.31494223e-02  3.85451743e+00  2.31494223e-02  5.26266845e+00 
 2.32134223e-02  2.32134223e-02  2.32134223e-02  3.74246553e+00  2.32134223e-02  5.25606806e+00 
 2.32774223e-02  2.32774223e-02  2.32774223e-02  3.62823513e+00  2.32774223e-02  5.24947594e+00 
 2.33414223e-02  2.33414223e-02  2.33414223e-02  3.51189271e+00  2.33414223e-02  5.24289210e+00 
 2.34054223e-02  2.34054223e-02  2.34054223e-02  3.39350601e+00  2.34054223e-02  5.23631651e+00 
 2.34694223e-02  2.34694223e-02  2.34694223e-02  3.27314393e+00  2.34694223e-02  5.22974917e+00 
 2.35334223e-02  2.35334223e-02  2.35334223e-02  3.15087653e+00  2.35334223e-02  5.22319006e+00 
 2.35974223e-02  2.35974223e-02  2.35974223e-02  3.02677500e+00  2.35974223e-02  5.21663918e+00 
 2.36614223e-02  2.36614223e-02  2.36614223e-02  2.90091156e+00  2.36614223e-02  5.21009652e+00 
 2.37254223e-02  2.37254223e-02  2.37254223e-02  2.77335950e+00  2.37254223e-02  5.20356206e+00 
 2.37894223e-02  2.37894223e-02  2.37894223e-02  2.64419304e+00  2.37894223e-02  5.19703579e+00 
 2.38534223e-02  2.38534223e-02  2.38534223e-02  2.51348739e+00  2.38534223e-02  5.19051772e+00 
 2.39174223e-02  2.39174223e-02  2.39174223e-02  2.38131863e+00  2.39174223e-02  5.18400781e+00 
 2.39814223e-02  2.39814223e-02  2.39814223e-02  2.24776369e+00  2.39814223e-02  5.17750607e+00 
 2.40454223e-02  2.40454223e-02  2.40454223e-02  2.11290031e+00  2.40454223e-02  5.17101249e+00 
 2.41094223e-02  2.41094223e-02  2.41094223e-02  1.97680701e+00  2.41094223e-02  5.16452705e+00 
 2.41734223e-02  2.41734223e-02  2.41734223e-02  1.83956299e+00  2.41734223e-02  5.15804974e+00 
 2.42374223e-02  2.42374223e-02  2.42374223e-02  1.70124816e+00  2.42374223e-02  5.15158056e+00 
 2.43014223e-02  2.43014223e-02  2.43014223e-02  1.56194303e+00  2.43014223e-02  5.14511949e+00 
 2.43654223e-02  2.43654223e-02  2.43654223e-02  1.42172868e+00  2.43654223e-02  5.13866653e+00 
 2.44294223e-02  2.44294223e-02  2.44294223e-02  1.28068673e+00  2.44294223e-02  5.13222165e+00 
 2.44934223e-02  2.44934223e-02  2.44934223e-02  1.13889929e+00  2.44934223e-02  5.12578487e+00 
 2.45574223e-02  2.45574223e-02  2.45574223e-02  9.96448896e-01  2.45574223e-02  5.11935615e+00 
 2.46214223e-02  2.46214223e-02  2.46214223e-02  8.53418461e-01  2.46214223e-02  5.11293550e+00 
 2.46854223e-02  2.46854223e-02  2.46854223e-02  7.09891247e-01  2.46854223e-02  5.10652289e+00 
 2.47494223e-02  2.47494223e-02  2.47494223e-02  5.65950802e-01  2.47494223e-02  5.10011834e+00 
 2.48134223e-02  2.48134223e-02  2.48134223e-02  4.21680915e-01  2.48134223e-02  5.09372181e+00 
 2.48774223e-02  2.48774223e-02  2.48774223e-02  2.77165565e-01  2.48774223e-02  5.08733331e+00 
 2.49414223e-02  2.49414223e-02  2.49414223e-02  1.32488875e-01  2.49414223e-02  5.08095282e+00 
 2.50054223e-02  2.50054223e-02  2.50054223e-02 -1.22649367e-02  2.50054223e-02  5.07458033e+00 
 2.50694223e-02  2.50694223e-02  2.50694223e-02 -1.57011609e-01  2.50694223e-02  5.06821583e+00 
 2.51334223e-02  2.51334223e-02  2.51334223e-02 -3.01666884e-01  2.51334223e-02  5.06185932e+00 
 2.51974223e-02  2.51974223e-02  2.51974223e-02 -4.46146558e-01  2.51974223e-02  5.05551078e+00 
 2.52614223e-02  2.52614223e-02  2.52614223e-02 -5.90366527e-01  2.52614223e-02  5.04917020e+00 
 2.53254223e-02  2.53254223e-02  2.53254223e-02 -7.34242841e-01  2.53254223e-02  5.04283758e+00 
 2.53894223e-02  2.53894223e-02  2.53894223e-02 -8.77691749e-01  2.53894223e-02  5.03651289e+00 
 2.54534223e-02  2.54534223e-02  2.54534223e-02 -1.02062975e+00  2.54534223e-02  5.03019614e+00 
 2.55174223e-02  2.55174223e-02  2.55174223e-02 -1.16297364e+00  2.55174223e-02  5.02388731e+00 
 2.55814223e-02  2.55814223e-02  2.55814223e-02 -1.30464055e+00  2.55814223e-02  5.01758640e+00 
 2.56454223e-02  2.56454223e-02  2.56454223e-02 -1.44554803e+00  2.56454223e-02  5.01129338e+00 
 2.57094223e-02  2.57094223e-02  2.57094223e-02 -1.58561404e+00  2.57094223e-02  5.00500826e+00 
 2.57734223e-02  2.57734223e-02  2.57734223e-02 -1.72475706e+00  2.57734223e-02  4.99873103e+00 
 2.58374223e-02  2.58374223e-02  2.58374223e-02 -1.86289610e+00  2.58374223e-02  4.99246166e+00 
 2.59014223e-02  2.59014223e-02  2.59014223e-02 -1.99995073e+00  2.59014223e-02  4.98620016e+00 
 2.59654223e-02  2.59654223e-02  2.59654223e-02 -2.13584118e+00  2.59654223e-02  4.97994651e+00 
 2.60294223e-02  2.60294223e-02  2.60294223e-02 -2.27048835e+00  2.60294223e-02  4.97370071e+00 
 2.60934223e-02  2.60934223e-02  2.60934223e-02 -2.40381386e+00  2.60934223e-02  4.96746274e+00 
 2.61574223e-02  2.61574223e-02  2.61574223e-02 -2.53574009e+00  2.61574223e-02  4.96123259e+00 
 2.62214223e-02  2.62214223e-02  2.62214223e-02 -2.66619026e+00  2.62214223e-02  4.95501026e+00 
 2.62854223e-02  2.62854223e-02  2.62854223e-02 -2.79508843e+00  2.62854223e-02  4.94879573e+00 
 2.63494223e-02  2.63494223e-02  2.63494223e-02 -2.92235956e+00  2.63494223e-02  4.94258900e+00 
 2.64134223e-02  2.64134223e-02  2.64134223e-02 -3.04792958e+00  2.64134223e-02  4.93639005e+00 
 2.64774223e-02  2.64774223e-02  2.64774223e-02 -3.17172538e+00  2.64774223e-02  4.93019887e+00 
 2.65414223e-02  2.65414223e-02  2.65414223e-02 -3.29367490e+00  2.65414223e-02  4.92401546e+00 
 2.66054223e-02  2.66054223e-02  2.66054223e-02 -3.41370716e+00  2.66054223e-02  4.91783981e+00 
 2.66694223e-02  2.66694223e-02  2.66694223e-02 -3.53175228e+00  2.66694223e-02  4.91167190e+00 
 2.67334223e-02  2.67334223e-02  2.67334223e-02 -3.64774156e+00  2.67334223e-02  4.90551173e+00 
 2.67974223e-02  2.67974223e-02  2.67974223e-02 -3.76160747e+00  2.67974223e-02  4.89935928e+00 
 2.68614223e-02  2.68614223e-02  2.68614223e-02 -3.87328372e+00  2.68614223e-02  4.89321455e+00 
 2.69254223e-02  2.69254223e-02  2.69254223e-02 -3.98270532e+00  2.69254223e-02  4.88707753e+00 
 2.69894223e-02  2.69894223e-02  2.69894223e-02 -4.08980857e+00  2.69894223e-02  4.88094821e+00 
 2.70534223e-02  2.70534223e-02  2.70534223e-02 -4.19453113e+00  2.70534223e-02  4.87482657e+00 
 2.71174223e-02  2.71174223e-02  2.71174223e-02 -4.29681202e+00  2.71174223e-02  4.86871261e+00 
 2.71814223e-02  2.71814223e-02  2.71814223e-02 -4.39659173e+00  2.71814223e-02  4.86260632e+00 
 2.72454223e-02  2.72454223e-02  2.72454223e-02 -4.49381215e+00  2.72454223e-02  4.85650769e+00 
 2.73094223e-02  2.73094223e-02  2.73094223e-02 -4.58841671e+00  2.73094223e-02  4.85041671e+00 
 2.73734223e-02  2.73734223e-02  2.73734223e-02 -4.68035032e+00  2.73734223e-02  4.84433336e+00 
 2.74374223e-02  2.74374223e-02  2.74374223e-02 -4.76955949e+00  2.74374223e-02  4.83825765e+00 
 2.75014223e-02  2.75014223e-02  2.75014223e-02 -4.85599227e+00  2.75014223e-02  4.83218956e+00 
 2.75654223e-02  2.75654223e-02  2.75654223e-02 -4.93959835e+00  2.75654223e-02  4.82612907e+00 
 2.76294223e-02  2.76294223e-02  2.76294223e-02 -5.02032907e+00  2.76294223e-02  4.82007619e+00 
 2.76934223e-02  2.76934223e-02  2.76934223e-02 -5.09813743e+00  2.76934223e-02  4.81403091e+00 
 2.77574223e-02  2.77574223e-02  2.77574223e-02 -5.17297815e+00  2.77574223e-02  4.80799320e+00 
 2.78214223e-02  2.78214223e-02  2.78214223e-02 -5.24480765e+00  2.78214223e-02  4.80196307e+00 
 2.78854223e-02  2.78854223e-02  2.78854223e-02 -5.31358412e+00  2.78854223e-02  4.79594049e+00 
 2.79494223e-02  2.79494223e-02  2.79494223e-02 -5.37926753e+00  2.79494223e-02  4.78992548e+00 
 2.80134223e-02  2.80134223e-02  2.80134223e-02 -5.44181964e+00  2.80134223e-02  4.78391801e+00 
 2.80774223e-02  2.80774223e-02  2.80774223e-02 -5.50120404e+00  2.80774223e-02  4.77791807e+00 
 2.81414223e-02  2.81414223e-02  2.81414223e-02 -5.55738617e+00  2.81414223e-02  4.77192566e+00 
 2.82054223e-02  2.82054223e-02  2.82054223e-02 -5.61033331e+00  2.82054223e-02  4.76594076e+00 
 2.82694223e-02  2.82694223e-02  2.82694223e-02 -5.66001466e+00  2.82694223e-02  4.75996337e+00 
 2.83334223e-02  2.83334223e-02  2.83334223e-02 -5.70640128e+00  2.83334223e-02  4.75399348e+00 
 2.83974223e-02  2.83974223e-02  2.83974223e-02 -5.74946618e+00  2.83974223e-02  4.74803108e+00 
 2.84614223e-02  2.84614223e-02  2.84614223e-02 -5.78918429e+00  2.84614223e-02  4.74207615e+00 
 2.85254223e-02  2.85254223e-02  2.85254223e-02 -5.82553248e+00  2.85254223e-02  4.73612869e+00 
 2.85894223e-02  2.85894223e-02  2.85894223e-02 -5.85848961e+00  2.85894223e-02  4.73018870e+00 
 2.86534223e-02  2.86534223e-02  2.86534223e-02 -5.88803648e+00  2.86534223e-02  4.72425615e+00 
 2.87174223e-02  2.87174223e-02  2.87174223e-02 -5.91415590e+00  2.87174223e-02  4.71833104e+00 
 2.87814223e-02  2.87814223e-02  2.87814223e-02 -5.93683266e+00  2.87814223e-02  4.71241337e+00 
 2.88454223e-02  2.88454223e-02  2.88454223e-02 -5.95605356e+00  2.88454223e-02  4.70650312e+00 
 2.89094223e-02  2.89094223e-02  2.89094223e-02 -5.97180742e+00  2.89094223e-02  4.70060028e+00 
 2.89734223e-02  2.89734223e-02  2.89734223e-02 -5.98408506e+00  2.89734223e-02  4.69470484e+00 
