Record Length,5208,Points,-2.0000001E-3,2.4000001,,Record Length,5208,Points,-2.0000001E-3,2.4000001,,Record Length,5208,Points,-2.0000001E-3,4.48000050,,Record Length,5208,Points,-2.0000001E-3,4.64000034,
Sample Interval,768.049176259E-9,s,-1.9992320E-3,2.4800003,,Sample Interval,768.049176259E-9,s,-1.9992320E-3,2.4000001,,Sample Interval,768.049176259E-9,s,-1.9992320E-3,4.64000034,,Sample Interval,768.049176259E-9,s,-1.9992320E-3,4.64000034,
Trigger Point,2.6040002E3,Samples,-1.9984641E-3,2.4000001,,Trigger Point,2.6040002E3,Samples,-1.9984641E-3,2.4000001,,Trigger Point,2.6040002E3,Samples,-1.9984641E-3,4.48000050,,Trigger Point,2.6040002E3,Samples,-1.9984641E-3,4.64000034,
,,,-1.9976960E-3,2.5600002,,,,,-1.9976960E-3,2.4800003,,,,,-1.9976960E-3,4.64000034,,,,,-1.9976960E-3,4.64000034,
,,,-1.9969279E-3,2.4800003,,,,,-1.9969279E-3,2.4800003,,,,,-1.9969279E-3,4.48000050,,,,,-1.9969279E-3,4.64000034,
,,,-1.9961598E-3,2.5600002,,,,,-1.9961598E-3,2.4800003,,,,,-1.9961598E-3,4.64000034,,,,,-1.9961598E-3,4.64000034,
Source,Glitch Capture CH1,,-1.9953919E-3,2.4800003,,Source,Sample CH1,,-1.9953919E-3,2.5600002,,Source,Glitch Capture CH2,,-1.9953919E-3,4.48000050,,Source,Sample CH2,,-1.9953919E-3,4.64000034,
Vertical Units,V,,-1.9946238E-3,2.6400001,,Vertical Units,V,,-1.9946238E-3,2.5600002,,Vertical Units,V,,-1.9946238E-3,4.64000034,,Vertical Units,V,,-1.9946238E-3,4.64000034,
Vertical Scale,2.0000001,,-1.9938557E-3,2.4800003,,Vertical Scale,2.0000001,,-1.9938557E-3,2.5600002,,Vertical Scale,2.0000001,,-1.9938557E-3,4.48000050,,Vertical Scale,2.0000001,,-1.9938557E-3,4.56000042,
Vertical Offset,0,,-1.9930876E-3,2.6400001,,Vertical Offset,0,,-1.9930876E-3,2.5600002,,Vertical Offset,0,,-1.9930876E-3,4.64000034,,Vertical Offset,0,,-1.9930876E-3,4.64000034,
Horizontal Units,s,,-1.9923197E-3,2.5600002,,Horizontal Units,s,,-1.9923197E-3,2.6400001,,Horizontal Units,s,,-1.9923197E-3,4.48000050,,Horizontal Units,s,,-1.9923197E-3,4.56000042,
Horizontal Scale,400.00001100E-6,,-1.9915516E-3,2.72000027,,Horizontal Scale,400.00001100E-6,,-1.9915516E-3,2.6400001,,Horizontal Scale,400.00001100E-6,,-1.9915516E-3,4.64000034,,Horizontal Scale,400.00001100E-6,,-1.9915516E-3,4.56000042,
Pt Fmt,Y,,-1.9907835E-3,2.6400001,,Pt Fmt,Y,,-1.9907835E-3,2.6400001,,Pt Fmt,Y,,-1.9907835E-3,4.48000050,,Pt Fmt,Y,,-1.9907835E-3,4.64000034,
Yzero,0.0,,-1.9900154E-3,2.72000027,,Yzero,0.0,,-1.9900154E-3,2.6400001,,Yzero,0.0,,-1.9900154E-3,4.64000034,,Yzero,0.0,,-1.9900154E-3,4.64000034,
Probe Atten,10.0000000,,-1.9892475E-3,2.6400001,,Probe Atten,10.0000000,,-1.9892475E-3,2.72000027,,Probe Atten,10.0000000,,-1.9892475E-3,4.48000050,,Probe Atten,10.0000000,,-1.9892475E-3,4.56000042,
,,,-1.9884794E-3,2.80000019,,,,,-1.9884794E-3,2.72000027,,,,,-1.9884794E-3,4.64000034,,,,,-1.9884794E-3,4.56000042,
